,0
28841,0.0
28842,0.0
28843,0.0
28844,1.6825485
28845,0.0
28846,0.0
28847,0.0
28848,0.0
28849,0.0
28850,0.0
28851,2.2831173
28852,0.0
28853,0.0
28854,0.0
28855,0.0
28856,0.0
28857,0.0
28858,0.0
28859,0.0
28860,0.0
28861,0.0
28862,0.0
28863,0.0
28864,2.7840807
28865,0.0
28866,0.0
28867,0.93295026
28868,0.0
28869,0.16813459
28870,0.0
28871,0.0
28872,0.0
28873,0.0
28874,0.0
28875,0.0
28876,0.0
28877,0.0027776142
28878,0.0
28879,0.0
28880,0.0
28881,0.0
28882,0.0
28883,0.06353691
28884,0.19260491
28885,0.0
28886,0.0
28887,0.19809338
28888,0.0
28889,0.0
28890,2.421632
28891,0.0
28892,0.0
28893,0.0
28894,0.0
28895,0.04380532
28896,0.0
28897,0.0
28898,0.02170177
28899,0.0
28900,0.0
28901,0.0
28902,0.0
28903,0.0
28904,0.0
28905,0.0
28906,0.0
28907,0.0
28908,0.0
28909,0.0
28910,0.0
28911,0.0
28912,0.15580912
28913,0.26438978
28914,0.0
28915,0.0
28916,0.0
28917,0.19801097
28918,0.5920005
28919,0.7051399
28920,0.0
28921,0.0
28922,0.0
28923,0.0
28924,0.0
28925,0.0
28926,0.0
28927,0.0
28928,0.0
28929,0.0
28930,0.0
28931,0.0
28932,0.0
28933,0.0
28934,0.0
28935,0.0
28936,0.0
28937,1.0727297
28938,0.009615945
28939,0.0
28940,0.0
28941,0.0
28942,0.0
28943,0.014664942
28944,0.0
28945,0.0
28946,0.0
28947,4.8233676
28948,0.18583556
28949,6.187323
28950,0.0
28951,0.0
28952,0.0
28953,0.0
28954,0.0
28955,9.401701
28956,0.0
28957,0.0
28958,0.00010019594
28959,0.29693788
28960,0.0
28961,0.0
28962,0.0
28963,0.0
28964,0.0
28965,0.50324893
28966,0.0
28967,6.0686054
28968,1.2405933
28969,0.08963839
28970,0.03528117
28971,0.0
28972,0.0
28973,0.0
28974,0.3018389
28975,1.7211826
28976,0.0
28977,0.0
28978,0.0
28979,1.1488832
28980,0.0
28981,0.0
28982,0.34159106
28983,0.9044056
28984,0.16265354
28985,0.011053771
28986,0.0
28987,0.0
28988,0.0
28989,0.0
28990,0.17991927
28991,0.5075672
28992,0.26880333
28993,0.0
28994,0.0
28995,0.0
28996,0.4205365
28997,0.0
28998,0.4189281
28999,0.0
29000,0.0
29001,0.0
29002,0.26379853
29003,0.0
29004,0.0
29005,0.0
29006,0.0
29007,0.0
29008,0.0
29009,0.0
29010,0.0
29011,0.0
29012,0.0
29013,0.0
29014,0.0
29015,0.0
29016,0.0
29017,0.0
29018,0.0
29019,0.0
29020,0.0
29021,0.0
29022,0.0
29023,0.0
29024,0.0
29025,0.0
29026,0.0
29027,0.0
29028,0.0
29029,0.0
29030,0.0
29031,0.0
29032,0.0
29033,0.0
29034,0.0
29035,0.0
29036,0.0
29037,0.0
29038,0.84217435
29039,0.0
29040,0.0
29041,0.0
29042,0.0
29043,0.0
29044,0.0
29045,0.0
29046,0.0
29047,0.0
29048,0.0
29049,0.0
29050,0.0
29051,0.0603039
29052,0.0
29053,0.0
29054,0.0
29055,0.0
29056,0.0
29057,0.0
29058,0.0
29059,0.0
29060,0.0
29061,0.0
29062,0.0
29063,0.0
29064,0.0
29065,0.00028745926
29066,0.043983195
29067,0.0
29068,0.0
29069,0.0
29070,0.0
29071,0.0
29072,0.0
29073,0.24481961
29074,0.0
29075,0.0
29076,0.0
29077,0.0
29078,0.0
29079,0.0
29080,0.0
29081,0.0
29082,0.0
29083,0.0
29084,0.0
29085,0.0
29086,0.0
29087,0.17348419
29088,0.0
29089,0.0
29090,0.0
29091,0.0
29092,0.0
29093,0.0
29094,0.0
29095,0.68381983
29096,0.0
29097,0.0017477493
29098,0.0
29099,0.0027391647
29100,3.878468
29101,0.0
29102,0.041962467
29103,0.0
29104,0.0
29105,0.0
29106,0.0
29107,0.0
29108,0.0
29109,0.0
29110,0.0
29111,0.0
29112,0.0
29113,0.0
29114,0.0
29115,0.0
29116,0.0
29117,0.0
29118,0.0
29119,0.0
29120,0.0
29121,0.0
29122,0.0
29123,0.03727646
29124,0.0
29125,0.0
29126,0.0
29127,0.0
29128,8.086057
29129,0.0
29130,0.0
29131,1.6406693
29132,0.0
29133,0.0
29134,1.6839055
29135,0.0
29136,0.0
29137,0.0
29138,7.6333027
29139,0.0
29140,0.0
29141,1.1606209
29142,0.026650563
29143,0.026515136
29144,0.0
29145,0.0
29146,0.0
29147,0.037519135
29148,0.0
29149,0.72360384
29150,0.0
29151,0.0
29152,0.040581547
29153,0.0
29154,0.0
29155,0.0
29156,0.0
29157,0.0
29158,0.0
29159,0.0
29160,0.0
29161,0.0
29162,0.0
29163,0.116761
29164,0.0
29165,0.0
29166,0.0
29167,0.0
29168,0.0
29169,0.41132244
29170,0.0
29171,0.0
29172,0.0
29173,0.0
29174,0.0
29175,0.0
29176,0.0
29177,0.0
29178,0.028630165
29179,0.0
29180,0.0
29181,0.0
29182,0.0
29183,0.0
29184,0.0
29185,0.0
29186,0.7650942
29187,1.5280652
29188,0.0
29189,0.0
29190,0.0
29191,0.0
29192,0.083935656
29193,1.2627856
29194,0.0
29195,0.0
29196,0.0
29197,0.0
29198,0.0
29199,0.0
29200,0.0
29201,0.8101656
29202,0.0
29203,0.0
29204,0.0
29205,0.0
29206,0.0
29207,0.0
29208,0.0
29209,0.0
29210,0.0
29211,0.0
29212,0.0
29213,0.0
29214,0.0
29215,0.0
29216,0.0
29217,0.0
29218,0.0
29219,0.0
29220,0.0
29221,0.0
29222,0.0
29223,0.0
29224,0.0058225966
29225,0.0
29226,0.057522506
29227,0.0
29228,0.0
29229,0.0
29230,0.8822137
29231,0.0
29232,0.0
29233,0.24769975
29234,0.0
29235,0.0
29236,0.0
29237,0.0
29238,0.0
29239,0.0
29240,0.0
29241,5.94799
29242,0.085244425
29243,0.0
29244,0.0
29245,0.0
29246,0.0
29247,0.0
29248,0.0
29249,0.016801175
29250,0.0
29251,0.0
29252,0.0
29253,0.0
29254,0.0
29255,0.0
29256,0.86109674
29257,0.0
29258,0.0
29259,0.0
29260,0.057116944
29261,0.0
29262,0.0
29263,0.0
29264,0.0
29265,0.60402364
29266,0.63650846
29267,2.4349005
29268,2.4294395
29269,0.19323765
29270,0.054303043
29271,0.11545613
29272,0.0
29273,0.0
29274,0.5303996
29275,0.0
29276,1.6645325
29277,0.0
29278,0.0
29279,3.878233
29280,1.699102
29281,0.0
29282,0.95006436
29283,0.0
29284,0.91625273
29285,0.0
29286,0.0
29287,0.0
29288,0.0
29289,0.0
29290,0.0
29291,1.0884808
29292,1.0051475
29293,0.0
29294,0.0
29295,0.08061053
29296,0.0
29297,0.34057522
29298,0.0009290054
29299,1.0060349
29300,1.9166448
29301,0.7699447
29302,0.0
29303,0.0
29304,0.0
29305,0.34763414
29306,0.0
29307,0.0
29308,0.0
29309,0.0
29310,0.0
29311,0.008554422
29312,0.0
29313,0.0
29314,0.0
29315,0.21315561
29316,0.0
29317,0.0
29318,2.6418467
29319,0.2932626
29320,0.0
29321,0.05058515
29322,0.0
29323,0.0
29324,0.0
29325,0.0
29326,0.13983846
29327,0.6508113
29328,0.0
29329,0.5066061
29330,0.0
29331,0.0
29332,0.0
29333,0.0
29334,0.23594797
29335,0.0
29336,0.0
29337,0.0
29338,0.0
29339,0.0
29340,0.0
29341,0.0
29342,0.6390094
29343,0.0
29344,0.0
29345,0.0
29346,0.0
29347,0.07280533
29348,0.0
29349,0.0
29350,0.0
29351,0.0
29352,0.0
29353,1.1962264
29354,0.0
29355,0.0
29356,0.0
29357,0.0
29358,0.0
29359,0.0
29360,0.0
29361,0.0
29362,0.0
29363,0.0
29364,0.0
29365,0.0
29366,0.0
29367,0.0
29368,0.0
29369,0.0
29370,0.0
29371,0.0
29372,0.40237877
29373,0.0
29374,0.0009923487
29375,0.0
29376,0.41077036
29377,0.0
29378,0.0
29379,3.9291162
29380,0.0006562729
29381,0.0
29382,0.0
29383,1.8346851
29384,0.0
29385,0.0
29386,0.0
29387,0.041755687
29388,0.13111135
29389,0.21908301
29390,0.0
29391,0.0
29392,0.0
29393,0.0
29394,0.0
29395,0.022898788
29396,1.0246291
29397,0.083963305
29398,0.0
29399,0.7599907
29400,0.00020128676
29401,0.0
29402,0.0
29403,0.0
29404,0.0
29405,0.0
29406,0.0
29407,0.0
29408,0.0
29409,2.3302085
29410,0.0
29411,0.01006586
29412,0.0
29413,0.0
29414,0.018650627
29415,0.0
29416,0.35787475
29417,0.0
29418,0.0
29419,0.0
29420,0.0
29421,4.809907
29422,0.0
29423,0.0
29424,0.0
29425,1.9022995
29426,2.6925335
29427,0.0028473095
29428,0.0
29429,0.0
29430,0.0
29431,0.4035644
29432,0.19290653
29433,0.0
29434,0.0
29435,0.0
29436,0.0006032009
29437,0.0
29438,0.0
29439,0.03773482
29440,0.0
29441,0.0
29442,0.0
29443,0.0
29444,0.0
29445,0.0
29446,0.0
29447,0.0
29448,0.0
29449,0.0
29450,0.30899534
29451,0.0
29452,0.0
29453,0.0
29454,0.23633014
29455,0.0
29456,0.0
29457,0.0
29458,0.0
29459,0.021759028
29460,0.0
29461,0.030076291
29462,0.0
29463,0.0
29464,0.0
29465,0.0
29466,0.0
29467,1.7106624
29468,0.0
29469,0.0
29470,0.0
29471,0.0
29472,0.0
29473,0.0
29474,2.431434
29475,0.0
29476,5.7191945e-05
29477,0.0
29478,0.0
29479,0.0
29480,0.0
29481,0.0
29482,0.0
29483,0.0
29484,0.0
29485,0.0
29486,0.0
29487,2.8260753
29488,0.0
29489,0.0
29490,0.9095406
29491,0.0
29492,0.16763592
29493,0.0
29494,0.0
29495,0.0
29496,0.0
29497,0.0
29498,0.0
29499,0.0
29500,0.011356786
29501,0.0
29502,0.0
29503,0.0
29504,0.0
29505,0.0
29506,0.05431206
29507,0.18604524
29508,0.0
29509,0.0
29510,0.13079078
29511,0.0
29512,0.0
29513,2.8142717
29514,0.0
29515,0.0
29516,0.0
29517,0.0
29518,0.067873456
29519,0.0
29520,0.0
29521,0.018553732
29522,0.0
29523,0.0
29524,0.0
29525,0.0
29526,0.0
29527,0.0
29528,0.0
29529,0.0
29530,0.0
29531,0.0
29532,0.0
29533,0.0
29534,0.0
29535,0.24704732
29536,0.24888846
29537,0.0
29538,0.0
29539,0.0
29540,0.21552096
29541,0.54789853
29542,0.81811816
29543,0.0
29544,0.0
29545,0.0
29546,0.0
29547,0.0
29548,0.0
29549,0.0
29550,0.0
29551,0.0
29552,0.0
29553,0.0
29554,0.0
29555,0.0
29556,0.0
29557,0.0
29558,0.0
29559,0.0
29560,1.092476
29561,0.013222256
29562,0.0
29563,0.0
29564,0.0
29565,0.0
29566,0.032229166
29567,0.0
29568,0.0
29569,0.0
29570,4.23707
29571,0.2704539
29572,6.7602754
29573,0.0
29574,0.0
29575,0.0
29576,0.0
29577,0.0
29578,9.916639
29579,0.0
29580,0.0
29581,0.026532598
29582,0.3182518
29583,0.0
29584,0.0
29585,0.0
29586,0.0
29587,0.0
29588,0.49341175
29589,0.0
29590,6.562722
29591,1.3008528
29592,0.062222634
29593,0.03507376
29594,0.0
29595,0.0
29596,0.0
29597,0.2863313
29598,1.5851308
29599,0.0
29600,0.0
29601,0.0
29602,1.2460587
29603,0.0
29604,0.0
29605,0.35306454
29606,0.9422433
29607,0.16037075
29608,0.019703144
29609,0.0
29610,0.0
29611,0.0
29612,0.0
29613,0.19961616
29614,0.4939535
29615,0.23097475
29616,0.0
29617,0.0
29618,0.0
29619,0.3646314
29620,0.0
29621,0.45498705
29622,0.0
29623,0.0
29624,0.0
29625,0.33382925
29626,0.0
29627,0.0
29628,0.0
29629,0.0
29630,0.0
29631,0.0
29632,0.0
29633,0.0
29634,0.0
29635,0.0
29636,0.0
29637,0.0
29638,0.0
29639,0.0
29640,0.0
29641,0.0
29642,0.0
29643,0.0
29644,0.0
29645,0.0
29646,0.0
29647,0.0
29648,0.0
29649,0.0
29650,0.0
29651,0.0
29652,0.0
29653,0.0
29654,0.0
29655,0.0
29656,0.0
29657,0.0
29658,0.0
29659,0.0
29660,0.0
29661,1.0564324
29662,0.0
29663,0.0
29664,0.0
29665,0.0
29666,0.0
29667,0.0
29668,0.0
29669,0.0
29670,0.0
29671,0.0
29672,0.0
29673,0.0
29674,0.04393818
29675,0.0
29676,0.0
29677,0.0
29678,0.0
29679,0.0
29680,0.0
29681,0.0
29682,0.0
29683,0.0
29684,0.0
29685,0.0
29686,0.0
29687,0.0
29688,0.0029595424
29689,0.06225525
29690,0.0
29691,0.0
29692,0.0
29693,0.0
29694,0.0
29695,0.0
29696,0.24252595
29697,0.0
29698,0.0
29699,0.0
29700,0.0
29701,0.0
29702,0.0
29703,0.0
29704,0.0
29705,0.0
29706,0.0
29707,0.0
29708,0.0
29709,0.0
29710,0.13476098
29711,0.0
29712,0.0
29713,0.0
29714,0.0
29715,0.0
29716,0.0
29717,0.0
29718,0.6526983
29719,0.0
29720,0.0033185503
29721,0.0
29722,9.288808e-05
29723,3.1847324
29724,0.0
29725,0.022581184
29726,0.0
29727,0.0
29728,0.0
29729,0.0
29730,0.0
29731,0.0
29732,0.0
29733,0.0
29734,0.0
29735,0.0
29736,0.0
29737,0.0
29738,0.0
29739,0.0
29740,0.0
29741,0.0
29742,0.0
29743,0.0
29744,0.0
29745,0.0
29746,0.029922877
29747,0.0
29748,0.0
29749,0.0
29750,0.0
29751,9.149911
29752,0.0
29753,0.0
29754,1.1767023
29755,0.0
29756,0.0
29757,1.727283
29758,0.0
29759,0.0
29760,0.0
29761,7.296554
29762,0.0
29763,0.0
29764,1.3591979
29765,0.059238918
29766,0.029245254
29767,0.0
29768,0.0
29769,0.0
29770,0.009431786
29771,0.0
29772,0.6341183
29773,0.0
29774,0.0
29775,0.006129173
29776,0.0
29777,0.0
29778,0.0
29779,0.0
29780,0.0
29781,0.0
29782,0.0
29783,0.0
29784,0.0
29785,0.0
29786,0.13689958
29787,0.0
29788,0.0
29789,0.0
29790,0.0
29791,0.0
29792,0.30755776
29793,0.0
29794,0.0
29795,0.0
29796,0.0
29797,0.0
29798,0.0
29799,0.0
29800,0.0
29801,0.043814
29802,0.0
29803,0.0
29804,0.0
29805,0.0
29806,0.0
29807,0.0
29808,0.0
29809,0.5879458
29810,1.4419981
29811,0.0
29812,0.0
29813,0.0
29814,0.0
29815,0.05799846
29816,1.2517691
29817,0.0
29818,0.0
29819,0.0
29820,0.0
29821,0.0
29822,0.0
29823,0.0
29824,1.3868937
29825,0.0
29826,0.0
29827,0.0
29828,0.0
29829,0.0
29830,0.0
29831,0.0
29832,0.0
29833,0.0
29834,0.0
29835,0.0
29836,0.0
29837,0.0
29838,0.0
29839,0.0
29840,0.0
29841,0.0
29842,0.0
29843,0.0
29844,0.0
29845,0.0
29846,0.0
29847,0.001254878
29848,0.0
29849,0.059334807
29850,0.0
29851,0.0
29852,0.0
29853,0.80875283
29854,0.0
29855,0.0
29856,0.25642964
29857,0.0
29858,0.0
29859,0.0
29860,0.0
29861,0.0
29862,0.0
29863,0.0
29864,6.89665
29865,0.07297783
29866,0.0
29867,0.0
29868,0.0
29869,0.0
29870,0.0
29871,0.0
29872,0.025549239
29873,0.0
29874,0.0
29875,0.0
29876,0.0
29877,0.0
29878,0.0
29879,0.79678476
29880,0.0
29881,0.0
29882,0.0
29883,0.055649962
29884,0.0
29885,0.0
29886,0.0
29887,0.0
29888,0.6458267
29889,0.6817375
29890,2.920434
29891,2.5893989
29892,0.18631211
29893,0.03464636
29894,0.113515206
29895,0.0
29896,0.0
29897,0.5142672
29898,0.0
29899,1.6178137
29900,0.0
29901,0.0
29902,3.6474743
29903,1.9238467
29904,0.0
29905,0.9702451
29906,0.0
29907,0.9540346
29908,0.0
29909,0.0
29910,0.0
29911,0.0
29912,0.0
29913,0.0
29914,1.1312134
29915,0.9815318
29916,0.0
29917,0.0
29918,0.08861242
29919,0.0
29920,0.30425322
29921,0.0008060706
29922,1.0050268
29923,1.8555387
29924,0.75451475
29925,0.0
29926,0.0
29927,0.029524928
29928,0.3486619
29929,0.0
29930,0.0
29931,0.0
29932,0.0
29933,0.0
29934,0.004454942
29935,0.0
29936,0.0
29937,0.0
29938,0.26113448
29939,0.0
29940,0.0
29941,2.28252
29942,0.18303382
29943,0.0
29944,0.017912496
29945,0.0
29946,0.0
29947,0.0
29948,0.0
29949,0.16857672
29950,0.69206727
29951,0.0
29952,0.54467785
29953,0.0
29954,0.0
29955,0.0
29956,0.0
29957,0.22452553
29958,0.0
29959,0.0
29960,0.0
29961,0.0
29962,0.0
29963,0.0
29964,0.0
29965,0.6745385
29966,0.0
29967,0.0
29968,0.0
29969,0.0
29970,0.059095595
29971,0.0
29972,0.0
29973,0.0
29974,0.0
29975,0.0
29976,1.271869
29977,0.0
29978,0.0
29979,0.0
29980,0.0
29981,0.0
29982,0.0
29983,0.0
29984,0.0
29985,0.0
29986,0.0
29987,0.0
29988,0.0
29989,0.0
29990,0.0
29991,0.0
29992,0.0
29993,0.0
29994,0.0
29995,0.3156459
29996,0.0
29997,0.0
29998,0.0
29999,0.3816885
30000,0.0
30001,0.0
30002,3.4044905
30003,6.6682487e-06
30004,0.0
30005,0.0
30006,1.9196484
30007,0.0
30008,0.0
30009,0.0
30010,0.079301715
30011,0.15867622
30012,0.21903217
30013,0.0
30014,0.0
30015,0.0
30016,0.0
30017,0.0
30018,0.03574635
30019,1.0280583
30020,0.03249212
30021,0.0
30022,0.70736164
30023,0.001300424
30024,0.0
30025,0.0
30026,0.0
30027,0.0
30028,0.0
30029,0.0
30030,0.0
30031,0.0
30032,2.3866956
30033,0.0
30034,0.011134734
30035,0.0
30036,0.0
30037,0.00512394
30038,0.0
30039,0.3648263
30040,0.0
30041,0.0
30042,0.0
30043,0.0
30044,4.779824
30045,0.0
30046,0.0
30047,0.0
30048,1.4454932
30049,2.811866
30050,0.0024575489
30051,0.0
30052,0.0
30053,0.0
30054,0.4937605
30055,0.21234119
30056,0.0
30057,0.0
30058,0.0
30059,0.0014554916
30060,0.0
30061,0.0
30062,0.018886646
30063,0.0
30064,0.0
30065,0.0
30066,0.0
30067,0.0
30068,0.0
30069,0.0
30070,0.0
30071,0.0
30072,0.0
30073,0.42258492
30074,0.0
30075,0.0
30076,0.0
30077,0.16311617
30078,0.0
30079,0.0
30080,0.0
30081,0.0
30082,0.016259655
30083,0.0
30084,0.0
30085,0.0
30086,0.0
30087,0.0
30088,0.0
30089,0.0
30090,1.7190081
30091,0.0
30092,0.0
30093,0.0
30094,0.0
30095,0.0
30096,0.0
30097,2.2538452
30098,0.0
30099,0.0
30100,0.0
30101,0.0
30102,0.0
30103,0.0
30104,0.0
30105,0.0
30106,0.0
30107,0.0
30108,0.0
30109,0.0
30110,2.6660774
30111,0.0
30112,0.0
30113,0.89664626
30114,0.0
30115,0.2039859
30116,0.0
30117,0.0
30118,0.0
30119,0.0
30120,0.0
30121,0.0
30122,0.0
30123,0.027170597
30124,0.0
30125,0.0
30126,0.0
30127,0.0
30128,0.0
30129,0.03909955
30130,0.21907403
30131,0.0
30132,0.0
30133,0.2652966
30134,0.0
30135,0.0
30136,2.3990078
30137,0.0
30138,0.0
30139,0.0
30140,0.0
30141,0.025830569
30142,0.0
30143,0.0
30144,0.02446021
30145,0.0
30146,0.0
30147,0.0
30148,0.0
30149,0.0
30150,0.0
30151,0.0
30152,0.0
30153,0.0
30154,0.0
30155,0.0
30156,0.0
30157,0.0
30158,0.18720342
30159,0.26751846
30160,0.0
30161,0.0
30162,0.0
30163,0.20701616
30164,0.5825147
30165,0.7861887
30166,0.0
30167,0.0
30168,0.0
30169,0.0
30170,0.0
30171,0.0
30172,0.0
30173,0.0
30174,0.0
30175,0.0
30176,0.0
30177,0.0
30178,0.0
30179,0.0
30180,0.0
30181,0.0
30182,0.0037151016
30183,1.0135807
30184,0.009019773
30185,0.0
30186,0.0
30187,0.0
30188,0.0
30189,0.015940137
30190,0.0
30191,0.0
30192,0.0
30193,4.9674273
30194,0.19315714
30195,6.251978
30196,0.0
30197,0.0
30198,0.0
30199,0.0
30200,0.0
30201,9.481795
30202,0.0
30203,0.0
30204,0.0
30205,0.3010334
30206,0.0
30207,0.0
30208,0.0
30209,0.0
30210,0.0
30211,0.48875627
30212,0.0
30213,6.230939
30214,1.4033148
30215,0.099156976
30216,0.030050306
30217,0.0
30218,0.0
30219,0.0
30220,0.27556446
30221,1.8479512
30222,0.0
30223,0.0
30224,0.0
30225,1.0604935
30226,0.0
30227,0.0
30228,0.34271008
30229,0.88466203
30230,0.15337606
30231,0.007966112
30232,0.0
30233,0.0
30234,0.0
30235,0.0
30236,0.17557773
30237,0.55122167
30238,0.23533738
30239,0.0
30240,0.0
30241,0.0
30242,0.30313802
30243,0.0
30244,0.41845095
30245,0.0
30246,0.0
30247,0.0
30248,0.25238597
30249,0.0
30250,0.0
30251,0.0
30252,0.0
30253,0.0
30254,0.0
30255,0.0
30256,0.0
30257,0.0
30258,0.0
30259,0.0
30260,0.0
30261,0.0
30262,0.0
30263,0.0
30264,0.0
30265,0.0
30266,0.0
30267,0.0
30268,0.0
30269,0.0
30270,0.0
30271,0.0
30272,0.0
30273,0.0
30274,0.0
30275,0.0
30276,0.0
30277,0.0
30278,0.0
30279,0.0
30280,0.0
30281,0.0
30282,0.0
30283,0.0
30284,0.7761762
30285,0.0
30286,0.0
30287,0.0
30288,0.0
30289,0.0
30290,0.0
30291,0.0
30292,0.0
30293,0.0
30294,0.0
30295,0.0
30296,0.0
30297,0.033574533
30298,0.0
30299,0.0
30300,0.0
30301,0.0
30302,0.0
30303,0.0
30304,0.0
30305,0.0
30306,0.0
30307,0.0
30308,0.0
30309,0.0
30310,0.0
30311,0.005549244
30312,0.022837678
30313,0.0
30314,0.0
30315,0.0
30316,0.0
30317,0.0
30318,0.0
30319,0.24375176
30320,0.0
30321,0.0
30322,0.0
30323,0.0
30324,0.0
30325,0.0
30326,0.0
30327,0.0
30328,0.0
30329,0.0
30330,0.0
30331,0.0
30332,0.0
30333,0.15750462
30334,0.0
30335,0.0
30336,0.0
30337,0.0
30338,0.0
30339,0.0
30340,0.0
30341,0.5600747
30342,0.0
30343,0.0050253365
30344,0.0
30345,4.5374178e-05
30346,3.9213219
30347,0.0
30348,0.068487585
30349,0.0
30350,0.0
30351,0.0
30352,0.0
30353,0.0
30354,0.0
30355,0.0
30356,0.0
30357,0.0
30358,0.0
30359,0.0
30360,0.0
30361,0.0
30362,0.0
30363,0.0
30364,0.0
30365,0.0
30366,0.0
30367,0.0
30368,0.0
30369,0.044652045
30370,0.0
30371,0.0
30372,0.0
30373,0.0
30374,7.7958803
30375,0.0
30376,0.0
30377,1.8437282
30378,0.0
30379,0.0
30380,1.7140805
30381,0.0
30382,0.0
30383,0.0
30384,7.3224816
30385,0.0
30386,0.0
30387,1.1853373
30388,0.025258621
30389,0.031594325
30390,0.0
30391,0.0
30392,0.0
30393,0.0117267985
30394,0.0
30395,0.59060353
30396,0.0
30397,0.0
30398,0.038187746
30399,0.0
30400,0.0
30401,0.0
30402,0.0
30403,0.0
30404,0.0
30405,0.0
30406,0.0
30407,0.0
30408,0.0
30409,0.12996988
30410,0.0
30411,0.0
30412,0.0
30413,0.0
30414,0.0
30415,0.45158073
30416,0.0
30417,0.0
30418,0.0
30419,0.0
30420,0.0
30421,0.0
30422,0.0
30423,0.0
30424,0.009958657
30425,0.0
30426,0.0
30427,0.0
30428,0.0
30429,0.0
30430,0.0
30431,0.0
30432,0.78131735
30433,1.5276225
30434,0.0
30435,0.0
30436,0.0
30437,0.0
30438,0.11532467
30439,1.4251117
30440,0.0
30441,0.0
30442,0.0
30443,0.0
30444,0.0
30445,0.0
30446,0.0
30447,0.72567487
30448,0.0
30449,0.0
30450,0.0
30451,0.0
30452,0.0
30453,0.0
30454,0.0
30455,0.0
30456,0.0
30457,0.0
30458,0.0
30459,0.0
30460,0.0
30461,0.0
30462,0.0
30463,0.0
30464,0.0
30465,0.0
30466,0.0
30467,0.0
30468,0.0
30469,0.0
30470,0.0007496473
30471,0.0
30472,0.037595358
30473,0.0
30474,0.0
30475,0.0
30476,1.0062276
30477,0.0
30478,0.0
30479,0.24736148
30480,0.0
30481,0.0
30482,0.0
30483,0.0
30484,0.0
30485,0.0
30486,0.0
30487,5.6193876
30488,0.08849257
30489,0.0
30490,0.0
30491,0.0
30492,0.0
30493,0.0
30494,0.0
30495,0.015146375
30496,0.0
30497,0.0
30498,0.0
30499,0.0
30500,0.0
30501,0.0
30502,0.83392787
30503,0.0
30504,0.0
30505,0.0
30506,0.07303696
30507,0.0
30508,0.0
30509,0.0
30510,0.0
30511,0.65170205
30512,0.7285988
30513,2.6344562
30514,2.5255165
30515,0.22370939
30516,0.053082123
30517,0.12049221
30518,0.0
30519,0.0
30520,0.55362344
30521,0.0
30522,1.7038522
30523,0.0
30524,0.0
30525,3.6884842
30526,1.747365
30527,0.0
30528,0.91862565
30529,0.0
30530,0.91851896
30531,0.0
30532,0.0
30533,0.0
30534,0.0
30535,0.0
30536,0.0
30537,1.1197187
30538,0.95421875
30539,0.0
30540,0.0
30541,0.07474062
30542,0.0
30543,0.3301721
30544,0.001745808
30545,1.0331627
30546,1.949979
30547,0.8410441
30548,0.0
30549,0.0
30550,0.0
30551,0.35275877
30552,0.0
30553,0.0
30554,0.0
30555,0.0
30556,0.0
30557,0.009004633
30558,0.0
30559,0.0
30560,0.0
30561,0.20855938
30562,0.0
30563,0.0
30564,2.4346647
30565,0.39107135
30566,0.0
30567,0.076316066
30568,0.0
30569,0.0
30570,0.0
30571,0.0
30572,0.13700445
30573,0.6528048
30574,0.0
30575,0.5165261
30576,0.0
30577,0.0
30578,0.0
30579,0.0
30580,0.25448388
30581,0.0
30582,0.0
30583,0.0
30584,0.0
30585,0.0
30586,0.0
30587,0.0
30588,0.652607
30589,0.0
30590,0.0
30591,0.0
30592,0.0
30593,0.08477913
30594,0.0
30595,0.0
30596,0.0
30597,0.0
30598,0.0
30599,1.2085897
30600,0.0
30601,0.0
30602,0.0
30603,0.0
30604,0.0
30605,0.0
30606,0.0
30607,0.0
30608,0.0
30609,0.0
30610,0.0
30611,0.0
30612,0.0
30613,0.0
30614,0.0
30615,0.0
30616,0.0
30617,0.0
30618,0.44874784
30619,0.0
30620,0.0009805199
30621,0.0
30622,0.37798768
30623,0.0
30624,0.0
30625,3.8244555
30626,0.0037389435
30627,0.0
30628,0.0
30629,1.8489076
30630,0.0
30631,0.0
30632,0.0
30633,0.032948922
30634,0.12010907
30635,0.22292414
30636,0.0
30637,0.0
30638,0.0
30639,0.0
30640,0.0
30641,0.015506773
30642,0.9812965
30643,0.09750253
30644,0.0
30645,0.75509286
30646,0.0014205987
30647,0.0
30648,0.0
30649,0.0
30650,0.0
30651,0.0
30652,0.0
30653,0.0
30654,0.0
30655,2.4284348
30656,0.0
30657,0.014645585
30658,0.0
30659,0.0
30660,0.01505971
30661,0.0
30662,0.37379658
30663,0.0
30664,0.0
30665,0.0
30666,0.0
30667,4.9084716
30668,0.0
30669,0.0
30670,0.0
30671,1.7549335
30672,2.6975381
30673,0.0023402113
30674,0.0
30675,0.0
30676,0.0
30677,0.35559127
30678,0.18986641
30679,0.0
30680,0.0
30681,0.0
30682,0.001068318
30683,0.0
30684,0.0
30685,0.045254655
30686,0.0
30687,0.0
30688,0.0
30689,0.0
30690,0.0
30691,0.0
30692,0.0
30693,0.0
30694,0.0
30695,0.0
30696,0.36446905
30697,0.0
30698,0.0
30699,0.0
30700,0.2091275
30701,0.0
30702,0.0
30703,0.0
30704,0.0
30705,0.02157829
30706,0.0
30707,0.11499959
30708,0.0
30709,0.0
30710,0.0
30711,0.0
30712,0.0
