,0
31554,0.0
31555,0.0
31556,1.2416667
31557,0.0
31558,0.0
31559,0.0
31560,0.0
31561,0.0
31562,0.0
31563,0.0
31564,0.0
31565,0.0
31566,0.0
31567,1.5095297
31568,0.0
31569,0.0
31570,0.0
31571,0.31188095
31572,0.0
31573,0.0
31574,0.0
31575,0.0
31576,0.0
31577,0.0
31578,0.0
31579,0.0
31580,0.0
31581,0.5377191
31582,0.0
31583,0.0
31584,0.0
31585,5.0132527
31586,0.0
31587,0.0
31588,0.0
31589,0.0
31590,0.0
31591,4.7513676
31592,0.0
31593,0.0
31594,0.0
31595,0.0
31596,0.21494813
31597,0.0
31598,0.24437726
31599,0.0
31600,0.0
31601,0.0
31602,0.0
31603,0.0
31604,0.0
31605,0.0
31606,0.0
31607,0.0
31608,0.0
31609,0.0
31610,0.0
31611,0.0
31612,0.0
31613,0.57203263
31614,0.033041023
31615,0.0
31616,0.0
31617,0.0
31618,0.0
31619,0.0
31620,0.69390893
31621,0.0
31622,0.0
31623,0.0
31624,2.9501767
31625,0.0
31626,0.0
31627,0.0
31628,0.0
31629,0.0
31630,0.0
31631,0.0
31632,0.5932335
31633,0.0
31634,0.0
31635,0.006648468
31636,0.0
31637,0.0
31638,0.0
31639,0.0
31640,0.0
31641,0.0
31642,0.0
31643,0.0
31644,0.0
31645,0.0
31646,0.0
31647,0.0
31648,0.36715278
31649,6.9652863
31650,0.0
31651,0.0
31652,0.0
31653,0.0
31654,1.9655409
31655,0.47002506
31656,0.91995674
31657,0.0
31658,0.0
31659,0.0
31660,0.0
31661,0.0
31662,0.0
31663,0.0
31664,0.018002613
31665,0.0
31666,0.0036865033
31667,0.0
31668,0.0
31669,0.39201713
31670,0.019291757
31671,18.910128
31672,0.0
31673,0.0
31674,0.0
31675,0.07997813
31676,0.0
31677,0.19558126
31678,0.0
31679,0.0
31680,0.0
31681,0.0
31682,0.0
31683,0.0
31684,0.0
31685,0.08118538
31686,0.0
31687,0.0
31688,0.0
31689,0.0
31690,0.0
31691,0.0
31692,0.3828913
31693,0.0
31694,0.0
31695,0.0
31696,0.0
31697,0.0
31698,0.0
31699,0.0
31700,0.0
31701,0.0
31702,0.0
31703,0.0
31704,2.6047568
31705,0.0
31706,0.0
31707,0.0
31708,0.0
31709,0.012544865
31710,0.071772575
31711,0.11196325
31712,0.0
31713,0.021868786
31714,1.4584743
31715,0.0032501135
31716,0.0
31717,1.2636831
31718,0.0
31719,0.0
31720,0.0
31721,0.0
31722,0.0
31723,0.047606297
31724,0.0
31725,0.0
31726,0.0
31727,0.0
31728,0.0
31729,1.8185761
31730,1.0363604
31731,0.0
31732,0.0
31733,0.0
31734,0.0
31735,0.0
31736,0.0
31737,0.0
31738,0.0
31739,0.0
31740,0.0
31741,0.0
31742,0.0
31743,1.9118636
31744,0.0017104098
31745,0.0
31746,0.0
31747,0.0
31748,0.0
31749,0.97359395
31750,0.0
31751,0.11709328
31752,0.0013815949
31753,0.0
31754,0.0
31755,0.0
31756,0.0
31757,0.0
31758,0.0
31759,0.0
31760,0.0
31761,0.0
31762,0.13114935
31763,0.0
31764,0.0
31765,1.0609564
31766,0.0
31767,0.0
31768,0.0
31769,0.0
31770,0.0
31771,0.0
31772,0.0
31773,0.67719054
31774,0.0022828344
31775,0.0
31776,0.07568993
31777,0.0
31778,0.0
31779,0.0
31780,0.0
31781,0.0
31782,0.1523844
31783,4.5207148
31784,0.0
31785,0.045918707
31786,0.0
31787,0.0
31788,0.3613466
31789,0.0
31790,0.0
31791,0.0
31792,0.0
31793,0.0
31794,0.0
31795,0.0
31796,0.0
31797,0.0
31798,0.0
31799,0.0
31800,0.21679218
31801,0.0
31802,0.0
31803,0.0
31804,0.5060756
31805,0.0
31806,0.11232183
31807,0.0
31808,0.0
31809,0.0
31810,0.0
31811,0.0073406566
31812,0.54200095
31813,0.0
31814,0.10411908
31815,0.0
31816,0.0
31817,0.0
31818,0.022811648
31819,0.0
31820,0.76932013
31821,0.0
31822,0.0
31823,0.0
31824,0.0
31825,1.0335933
31826,0.0023924957
31827,0.0
31828,0.0
31829,0.0
31830,0.0
31831,0.01057994
31832,0.55931246
31833,0.0
31834,0.0
31835,0.0
31836,0.0
31837,0.0
31838,0.0
31839,0.0
31840,0.0
31841,0.0
31842,3.3509994
31843,0.0
31844,0.0
31845,0.0
31846,0.0
31847,0.0
31848,0.0
31849,0.0
31850,0.0
31851,0.0
31852,3.661062
31853,0.0
31854,0.0
31855,0.0
31856,0.0
31857,0.0
31858,0.0
31859,0.0
31860,0.0
31861,0.0
31862,0.0
31863,0.0
31864,1.0734928
31865,4.168278
31866,0.0
31867,1.1259462
31868,0.0
31869,0.0
31870,0.0
31871,0.0
31872,0.0
31873,0.0
31874,0.0
31875,0.0
31876,0.0
31877,0.0
31878,0.0
31879,0.0
31880,0.0
31881,2.4012728
31882,0.0
31883,0.0
31884,0.0
31885,0.0
31886,1.0231808
31887,0.0
31888,0.0
31889,0.0
31890,0.0
31891,0.0
31892,0.0
31893,0.14521001
31894,0.0
31895,0.0
31896,0.0
31897,0.001893524
31898,0.0
31899,0.0
31900,0.0
31901,0.0027298375
31902,0.0
31903,0.0
31904,0.0
31905,0.0
31906,0.3069727
31907,0.0
31908,0.0
31909,0.0
31910,0.0
31911,0.0
31912,0.0
31913,0.0
31914,0.09653491
31915,0.0
31916,0.0
31917,0.0
31918,0.0
31919,0.0
31920,0.0
31921,0.09970577
31922,0.57376045
31923,0.0
31924,0.0
31925,0.0
31926,0.7849909
31927,0.0
31928,0.0
31929,0.0
31930,0.0
31931,0.0
31932,0.0
31933,0.0
31934,0.0
31935,0.0
31936,0.0
31937,0.0
31938,0.15678988
31939,0.0
31940,0.46675774
31941,0.0
31942,0.0
31943,0.48251536
31944,0.0
31945,0.0
31946,0.0
31947,0.0
31948,0.0
31949,0.0
31950,0.004491836
31951,0.0
31952,2.942522
31953,0.024059888
31954,1.8204795
31955,1.1191454
31956,0.82646286
31957,0.0
31958,0.0
31959,0.014685468
31960,0.0
31961,0.0
31962,0.0063323984
31963,0.0
31964,0.0
31965,0.0
31966,0.0
31967,0.46521643
31968,0.9000405
31969,0.0
31970,0.0
31971,0.0
31972,0.0
31973,0.0
31974,1.3369721
31975,0.0
31976,0.0
31977,0.6564374
31978,0.0
31979,1.1338689
31980,0.2848959
31981,0.0068849567
31982,0.28570554
31983,1.9232715
31984,0.14642014
31985,0.12254076
31986,0.0
31987,0.0
31988,0.0
31989,0.0
31990,0.0
31991,0.0
31992,0.0
31993,0.009930237
31994,0.7728111
31995,0.017179599
31996,0.6246414
31997,0.7882588
31998,1.0118537
31999,0.0
32000,0.0
32001,0.0
32002,0.0
32003,0.8292945
32004,0.0
32005,0.0
32006,0.0
32007,0.0
32008,0.059413187
32009,0.0
32010,0.0
32011,0.49192238
32012,0.44445744
32013,0.0
32014,0.0
32015,0.0
32016,0.0
32017,0.0
32018,0.0
32019,3.6126719
32020,0.0
32021,0.0
32022,0.0
32023,0.0
32024,0.0
32025,0.0
32026,0.0
32027,0.0
32028,0.05689429
32029,0.0
32030,0.0
32031,0.0
32032,0.8592505
32033,0.0
32034,0.0
32035,0.0
32036,0.0
32037,0.0
32038,0.22127117
32039,0.0
32040,0.0
32041,0.93489456
32042,0.0
32043,0.0
32044,0.0
32045,0.0
32046,0.0
32047,0.0
32048,0.0
32049,0.0
32050,0.0
32051,0.10833733
32052,0.0
32053,0.0
32054,0.39032865
32055,0.0
32056,0.0
32057,0.0
32058,0.0
32059,0.0
32060,0.42204666
32061,0.0
32062,0.0
32063,0.0
32064,0.0
32065,0.0
32066,0.0
32067,0.0
32068,0.0
32069,0.0
32070,0.0
32071,0.0
32072,0.0
32073,0.0
32074,0.0
32075,0.0
32076,0.0
32077,0.0
32078,0.0
32079,2.941599
32080,0.0
32081,0.0
32082,0.0
32083,0.0031609274
32084,0.0
32085,0.0
32086,0.0
32087,0.0
32088,0.0
32089,0.11607738
32090,0.0
32091,0.0
32092,0.0
32093,0.0
32094,0.0
32095,0.0
32096,0.0
32097,0.006678241
32098,0.10889516
32099,0.6858331
32100,0.0
32101,0.0
32102,0.0
32103,0.2551361
32104,0.0
32105,0.0
32106,0.0
32107,0.0
32108,0.0
32109,0.0
32110,0.15172818
32111,0.0
32112,0.0
32113,0.0
32114,0.0
32115,0.0
32116,0.0
32117,0.0
32118,0.0
32119,0.0
32120,0.0
32121,0.0
32122,0.0
32123,0.0
32124,0.0
32125,0.0
32126,0.0
32127,0.0
32128,0.0
32129,0.0
32130,0.7991308
32131,0.03661597
32132,0.2665897
32133,0.0
32134,0.0
32135,0.0
32136,0.0
32137,0.0
32138,0.0
32139,0.83144677
32140,0.0
32141,0.0
32142,0.0
32143,0.0
32144,0.0
32145,0.0
32146,0.0
32147,0.0
32148,0.0
32149,0.0
32150,0.0
32151,0.0
32152,0.0
32153,0.0
32154,0.0
32155,0.0
32156,9.962469e-05
32157,0.0
32158,0.31986317
32159,0.0
32160,0.035924718
32161,0.0
32162,0.0
32163,0.0
32164,0.0
32165,0.0
32166,0.0
32167,0.0
32168,0.0029512986
32169,0.0
32170,0.0
32171,0.33204833
32172,0.0
32173,0.0
32174,0.0
32175,0.0
32176,0.0
32177,0.0
32178,1.2746762
32179,0.0
32180,0.0
32181,0.0
32182,0.0
32183,0.0
32184,0.0
32185,0.0
32186,0.0
32187,0.0
32188,0.0
32189,1.4713464
32190,0.0
32191,0.0
32192,0.0
32193,0.32433292
32194,0.0
32195,0.0
32196,0.0
32197,0.0
32198,0.0
32199,0.0
32200,0.0
32201,0.0
32202,0.0
32203,0.5389837
32204,0.0
32205,0.0
32206,0.0
32207,4.85125
32208,0.0
32209,0.0
32210,0.0
32211,0.0
32212,0.0
32213,4.531281
32214,0.0
32215,0.0
32216,0.0
32217,0.0
32218,0.25620422
32219,0.0
32220,0.28599608
32221,0.0
32222,0.0
32223,0.0
32224,0.0
32225,0.0
32226,0.0
32227,0.0
32228,0.0
32229,0.0
32230,0.0
32231,0.0
32232,0.0
32233,0.0
32234,0.0
32235,0.6686577
32236,0.035612747
32237,0.0
32238,0.0
32239,0.0
32240,0.0
32241,0.0
32242,0.77719873
32243,0.0
32244,0.0
32245,0.0
32246,2.9787965
32247,0.0
32248,0.0
32249,0.0
32250,0.0
32251,0.0
32252,0.0
32253,0.0
32254,0.47486004
32255,0.0
32256,0.0
32257,0.0
32258,0.0
32259,0.0
32260,0.0
32261,0.0
32262,0.0
32263,0.0
32264,0.0
32265,0.0
32266,0.0
32267,0.0
32268,0.0
32269,0.0
32270,0.37848756
32271,7.054059
32272,0.0
32273,0.0
32274,0.0
32275,0.0
32276,2.0975156
32277,0.45624742
32278,1.0490739
32279,0.0
32280,0.0
32281,0.0
32282,0.0
32283,0.0
32284,0.0
32285,0.0
32286,0.016900618
32287,0.0
32288,0.00036445682
32289,0.0
32290,0.0
32291,0.40433875
32292,0.0024615412
32293,20.551563
32294,0.0
32295,0.0
32296,0.0
32297,0.056010824
32298,0.0
32299,0.08383844
32300,0.0
32301,0.0
32302,0.0
32303,0.0
32304,0.0
32305,0.0
32306,0.0
32307,0.082235985
32308,0.0
32309,0.0
32310,0.0
32311,0.0
32312,0.0
32313,0.0
32314,0.38840345
32315,0.0
32316,0.0
32317,0.0
32318,0.0
32319,0.0
32320,0.0
32321,0.0
32322,0.0
32323,0.0
32324,0.0
32325,0.0
32326,2.6895356
32327,0.0
32328,0.0
32329,0.0
32330,0.0
32331,0.025497297
32332,0.06929902
32333,0.11784478
32334,0.0
32335,0.019751497
32336,1.5381923
32337,0.00689196
32338,0.0
32339,1.301564
32340,0.0
32341,0.0
32342,0.0
32343,0.0
32344,0.0
32345,0.050043635
32346,0.0
32347,0.0
32348,0.0
32349,0.0
32350,0.0
32351,1.7496372
32352,0.7304028
32353,0.0
32354,0.0
32355,0.0
32356,0.0
32357,0.0
32358,0.0
32359,0.0
32360,0.0
32361,0.0
32362,0.0
32363,0.0
32364,0.0
32365,1.8740152
32366,0.0013420931
32367,0.0
32368,0.0
32369,0.0
32370,0.0
32371,0.8302035
32372,0.0
32373,0.12172077
32374,0.0040366943
32375,0.0
32376,0.0
32377,1.0382099e-05
32378,0.0
32379,0.0
32380,0.0
32381,0.0
32382,0.0
32383,0.0
32384,0.12616362
32385,0.0
32386,0.0
32387,0.99359787
32388,0.0
32389,0.0
32390,0.0
32391,0.0
32392,0.0
32393,0.0
32394,0.0
32395,0.74066055
32396,0.0
32397,0.0
32398,0.056014653
32399,0.0
32400,0.0
32401,0.0
32402,0.0
32403,0.0
32404,0.06708539
32405,4.8147173
32406,0.0
32407,0.039861437
32408,0.0
32409,0.0
32410,0.38612562
32411,0.0
32412,0.0
32413,0.0
32414,0.0
32415,0.0
32416,0.0
32417,0.0
32418,0.0
32419,0.0
32420,0.0
32421,0.0
32422,0.16274193
32423,0.0
32424,0.0
32425,0.016263073
32426,0.4947395
32427,0.0
32428,0.03822075
32429,0.0
32430,0.0
32431,0.0
32432,0.0
32433,0.0036563585
32434,0.49094734
32435,0.0
32436,0.107565925
32437,0.0
32438,0.0
32439,0.0
32440,0.026435474
32441,0.0
32442,0.7414164
32443,0.0
32444,0.0
32445,0.0
32446,0.0
32447,0.92089194
32448,0.00068694353
32449,0.0
32450,0.0
32451,0.0
32452,0.0
32453,0.0015580154
32454,0.54467475
32455,0.0
32456,0.0
32457,0.0
32458,0.0
32459,0.0
32460,0.0
32461,0.0
32462,0.0
32463,0.0
32464,3.5174212
32465,0.0
32466,0.0
32467,0.0
32468,0.0
32469,0.0
32470,0.0
32471,0.0
32472,0.0
32473,0.0
32474,3.876498
32475,0.0
32476,0.0
32477,0.0
32478,0.0
32479,0.0
32480,0.0
32481,0.0
32482,0.0
32483,0.0
32484,0.0
32485,0.0
32486,1.1144543
32487,4.082482
32488,0.0
32489,1.104109
32490,0.0
32491,0.0
32492,0.0
32493,0.0
32494,0.0
32495,0.0
32496,0.0
32497,0.0
32498,0.0
32499,0.0
32500,0.0
32501,0.0
32502,0.0
32503,2.2434225
32504,0.0
32505,0.0
32506,0.0
32507,0.0
32508,0.9730354
32509,0.0
32510,0.0
32511,0.0
32512,0.0
32513,0.0
32514,0.0
32515,0.16994892
32516,0.0
32517,0.0
32518,0.0
32519,0.008277337
32520,0.0
32521,0.0
32522,0.0
32523,0.0
32524,0.0
32525,0.0
32526,0.0
32527,0.0
32528,0.18292858
32529,0.0
32530,0.0
32531,0.0
32532,0.0
32533,0.0
32534,0.0
32535,0.0
32536,0.09672175
32537,0.0
32538,0.0
32539,0.0
32540,0.0
32541,0.0
32542,0.0
32543,0.09255043
32544,0.5759233
32545,0.0
32546,0.0
32547,0.0
32548,0.77212155
32549,0.0
32550,0.0
32551,0.0
32552,0.0
32553,0.0
32554,0.0
32555,0.0
32556,0.0
32557,0.0
32558,0.0
32559,0.0
32560,0.13963664
32561,0.0
32562,0.49404356
32563,0.0
32564,0.0
32565,0.4348201
32566,0.0
32567,0.0
32568,0.0
32569,0.0
32570,0.0
32571,0.0
32572,0.0020826962
32573,0.0
32574,2.5226963
32575,0.016641412
32576,1.7260553
32577,1.09813
32578,0.718157
32579,0.0
32580,0.0
32581,0.0010098605
32582,0.0
32583,0.0
32584,0.0029314577
32585,0.0
32586,0.0
32587,0.0
32588,0.0
32589,0.44174448
32590,0.6667341
32591,0.0
32592,0.0
32593,0.0
32594,0.0
32595,0.0
32596,1.3553659
32597,0.0
32598,0.00018181482
32599,0.6463244
32600,0.0
32601,1.2297215
32602,0.2634656
32603,0.0020649692
32604,0.27243268
32605,1.9075255
32606,0.14119563
32607,0.12273741
32608,0.0
32609,0.0
32610,0.0
32611,0.0
32612,0.0
32613,0.0
32614,0.0
32615,0.026679538
32616,0.97398853
32617,0.0052159256
32618,0.8639891
32619,0.83191496
32620,1.1351373
32621,0.0
32622,0.0
32623,0.0
32624,0.0
32625,0.70781106
32626,0.0
32627,0.0
32628,0.0
32629,0.0
32630,0.05573194
32631,0.0
32632,0.0
32633,0.4529934
32634,0.42978898
32635,0.0
32636,0.0
32637,0.0
32638,0.0
32639,0.0
32640,0.0
32641,3.281188
32642,0.0
32643,0.0
32644,0.0
32645,0.0
32646,0.0
32647,0.0
32648,0.0
32649,0.0
32650,0.06122873
32651,0.0
32652,0.0
32653,0.0
32654,0.90705615
32655,0.0
32656,0.0
32657,0.0
32658,0.0
32659,0.0
32660,0.22219081
32661,0.0
32662,0.0
32663,0.9790127
32664,0.0
32665,0.0
32666,0.0
32667,0.0
32668,0.0
32669,0.0
32670,0.0
32671,0.0
32672,0.0
32673,0.08867195
32674,0.0
32675,0.0
32676,0.24912868
32677,0.0
32678,0.0
32679,0.0
32680,0.0
32681,0.0
32682,0.4109249
32683,0.0
32684,0.0
32685,0.0
32686,0.0
32687,0.0
32688,0.0
32689,0.0
32690,0.0
32691,0.0
32692,0.0
32693,0.0
32694,0.0
32695,0.0
32696,0.0
32697,0.0
32698,0.0
32699,0.0
32700,0.0
32701,3.1657238
32702,0.0
32703,0.0
32704,0.0
32705,0.000102681704
32706,0.0
32707,0.0
32708,0.0
32709,0.0
32710,0.0
32711,0.082728684
32712,0.0
32713,0.0
32714,0.0
32715,0.0
32716,0.0
32717,0.0
32718,0.0
32719,0.0
32720,0.050969355
32721,0.6421417
32722,0.0
32723,0.0
32724,0.0
32725,0.3861572
32726,0.0
32727,0.0
32728,0.0
32729,0.0
32730,0.0
32731,0.0
32732,0.12681194
32733,0.0
32734,0.0
32735,0.0
32736,0.0
32737,0.0
32738,0.0
32739,0.0
32740,0.0
32741,0.0
32742,0.0
32743,0.0
32744,0.0
32745,0.0
32746,0.0
32747,0.0
32748,0.0
32749,0.0
32750,0.0
32751,0.0
32752,0.7069484
32753,0.056361616
32754,0.25921538
32755,0.0
32756,0.0
32757,0.0
32758,0.0
32759,0.0
32760,0.0
32761,0.79406315
32762,0.0
32763,0.0
32764,0.0
32765,0.0
32766,0.0
32767,0.0
32768,0.0
32769,0.0
32770,0.0
32771,0.0
32772,0.0
32773,0.0
32774,0.0
32775,0.0
32776,0.0
32777,0.0
32778,0.0025851657
32779,0.0
32780,0.3127873
32781,0.0
32782,0.010204531
32783,0.0
32784,0.0
32785,0.0
32786,0.0
32787,0.0
32788,0.0
32789,0.0
32790,5.101109e-07
32791,0.0
32792,0.0
32793,0.29583356
32794,0.0
32795,0.0
32796,0.0
32797,0.0
32798,0.0
32799,0.0
32800,1.4041466
32801,0.0
32802,0.0
32803,0.0
32804,0.0
32805,0.0
32806,0.0
32807,0.0
32808,0.0
32809,0.0
32810,0.0
32811,1.5546995
32812,0.0
32813,0.0
32814,0.0
32815,0.28912655
32816,0.0
32817,0.0
32818,0.0
32819,0.0
32820,0.0
32821,0.0
32822,0.0
32823,0.0
32824,0.0
32825,0.5922012
32826,0.0
32827,0.0
32828,0.0
32829,4.3466325
32830,0.0
32831,0.0
32832,0.0
32833,0.0
32834,0.0
32835,4.625038
32836,0.0
32837,0.0
32838,0.0
32839,0.0
32840,0.13806804
32841,0.0
32842,0.21591462
32843,0.0
32844,0.0
32845,0.0
32846,0.0
32847,0.0
32848,0.0
32849,0.0
32850,0.0
32851,0.0
32852,0.0
32853,0.0
32854,0.0
32855,0.0
32856,0.0
32857,0.73931676
32858,0.015357784
32859,0.0
32860,0.0
32861,0.0
32862,0.0
32863,0.0
32864,0.74158394
32865,0.0
32866,0.0
32867,0.0
32868,3.0936732
32869,0.0
32870,0.0
32871,0.0
32872,0.0
32873,0.0
32874,0.0
32875,0.0
32876,0.31092316
32877,0.0
32878,0.0
32879,0.0
32880,0.0
32881,0.0
32882,0.0
32883,0.0
32884,0.0
32885,0.0
32886,0.0
32887,0.0
32888,0.0
32889,0.0
32890,0.0
32891,0.0
32892,0.3422776
32893,6.892573
32894,0.0
32895,0.0
32896,0.0
32897,0.0
32898,2.0508766
32899,0.45280403
32900,0.85946095
32901,0.0
32902,0.0
32903,0.0
32904,0.0
32905,0.0
32906,0.0
32907,0.0
32908,0.028947016
32909,0.0
32910,0.0
32911,0.0
32912,0.0
32913,0.56144536
32914,0.0
32915,22.869417
32916,0.0
32917,0.0
32918,0.0
32919,0.005009454
32920,0.0
32921,0.0047637857
32922,0.0
32923,0.0
32924,0.0
32925,0.0
32926,0.0
32927,0.0
32928,0.0
32929,0.048755433
32930,0.0
32931,0.0
32932,0.0
32933,0.0
32934,0.0
32935,0.0
32936,0.24409106
32937,0.0
32938,0.0
32939,0.0
32940,0.0
32941,0.0
32942,0.0
32943,0.0
32944,0.0
32945,0.0
32946,0.0
32947,0.0
32948,2.792308
32949,0.0
32950,0.0
32951,0.0
32952,0.0
32953,0.007000797
32954,0.077601396
32955,0.12442554
32956,0.0
32957,0.026236739
32958,1.4453992
32959,0.0025937273
32960,0.0
32961,1.2586485
32962,0.0
32963,0.0
32964,0.0
32965,0.0
32966,0.0
32967,0.07429167
32968,0.0
32969,0.0
32970,0.0
32971,0.0
32972,0.0
32973,1.8412154
32974,1.0340848
32975,0.0
32976,0.0
32977,0.0
32978,0.0
32979,0.0
32980,0.0
32981,0.0
32982,0.0
32983,0.0
32984,0.0
32985,0.0
32986,0.0
32987,2.0011175
32988,0.0058772946
32989,0.0
32990,0.0
32991,0.0
32992,0.0
32993,1.1320714
32994,0.0
32995,0.12334902
32996,0.0018341532
32997,0.0
32998,0.0
32999,0.00081547204
33000,0.0
33001,0.0
33002,0.0
33003,0.0
33004,0.0
33005,0.0
33006,0.13179833
33007,0.0
33008,0.0
33009,1.066273
33010,0.0
33011,0.0
33012,0.0
33013,0.0
33014,0.0
33015,0.0
33016,0.0
33017,0.6139752
33018,0.000107117296
33019,0.0
33020,0.048353378
33021,0.0
33022,0.0
33023,0.0
33024,0.0
33025,0.0
33026,0.15947893
33027,4.471255
33028,0.0
33029,0.03214138
33030,0.0
33031,0.0
33032,0.41563916
33033,0.0
33034,0.0
33035,0.0
33036,0.0
33037,0.0
33038,0.0
33039,0.0
33040,0.0
33041,0.0
33042,0.0
33043,0.0
33044,0.24548393
33045,0.0
33046,0.0
33047,0.00026159626
33048,0.510676
33049,0.0
33050,0.06692977
33051,0.0
33052,0.0
33053,0.0
33054,0.0
33055,0.0039837467
33056,0.5329767
33057,0.0
33058,0.14953712
33059,0.0
33060,0.0
33061,0.0
33062,0.019525543
33063,0.0
33064,0.75183845
33065,0.0
33066,0.0
33067,0.0
33068,0.0
33069,0.93397605
33070,0.00026318015
33071,0.0
33072,0.0
33073,0.0
33074,0.0
33075,0.010430982
33076,0.5158149
33077,0.0
33078,0.0
33079,0.0
33080,0.0
33081,0.0
33082,0.0
33083,0.0
33084,0.0
33085,0.0
33086,3.4818175
33087,0.0
33088,0.0
33089,0.0
33090,0.0
33091,0.0
33092,0.0
33093,0.0
33094,0.0
33095,0.0
33096,3.7994676
33097,0.0
33098,0.0
33099,0.0
33100,0.0
33101,0.0
33102,0.0
33103,0.0
33104,0.0
33105,0.0
33106,0.0
33107,0.0
33108,0.97680056
33109,4.302625
33110,0.0
33111,1.1434375
33112,0.0
33113,0.0
33114,0.0
33115,0.0
33116,0.0
33117,0.0
33118,0.0
33119,0.0
33120,0.0
33121,0.0
33122,0.0
33123,0.0
33124,0.0
33125,2.37133
33126,0.0
33127,0.0
33128,0.0
33129,0.0
33130,1.0686673
33131,0.0
33132,0.0
33133,0.0
33134,0.0
33135,0.0
33136,0.0
33137,0.14818469
33138,0.0
33139,0.0
33140,0.0
33141,0.0038882825
33142,0.0
33143,0.0
33144,0.0
33145,0.0013707816
33146,0.0
33147,0.0
33148,0.0
33149,0.0
33150,0.3309289
33151,0.0
33152,0.0
33153,0.0
33154,0.0
33155,0.0
33156,0.0
33157,0.0
33158,0.07546721
33159,0.0
33160,0.0
33161,0.0
33162,0.0
33163,0.0
33164,0.0
33165,0.113600284
33166,0.5857033
33167,0.0
33168,0.0
33169,0.0
33170,0.7938458
33171,0.0
33172,0.0
33173,0.0
33174,0.0
33175,0.0
33176,0.0
33177,0.0
33178,0.0
33179,0.0
33180,0.0
33181,0.0
33182,0.14087823
33183,0.0
33184,0.590871
33185,0.0
33186,0.0
33187,0.5031241
33188,0.0
33189,0.0
33190,0.0
33191,0.0
33192,0.0
33193,0.0
33194,0.0018459661
33195,0.0
33196,2.8923237
33197,0.024703648
33198,1.836355
33199,1.1628388
33200,0.90192896
33201,0.0
33202,0.0
33203,0.011932419
33204,0.0
33205,0.0
33206,0.015641581
33207,0.0
33208,0.0
33209,0.0
33210,0.0
33211,0.49417955
33212,0.7372064
33213,0.0
33214,0.0
33215,0.0
33216,0.0
33217,0.0
33218,1.3460087
33219,0.0
33220,0.0
33221,0.6970618
33222,0.0
33223,1.2199061
33224,0.2872823
33225,0.00688211
33226,0.2764655
33227,1.8722128
33228,0.12902898
33229,0.12488446
33230,0.0
33231,0.0
33232,0.0
33233,0.0
33234,0.0
33235,0.0
33236,0.0
33237,0.023757542
33238,0.7929762
33239,0.012318634
33240,0.7427429
33241,0.78336716
33242,1.0261513
33243,0.0
33244,0.0
33245,0.0
33246,0.0
33247,0.81491435
33248,0.0
33249,0.0
33250,0.0
33251,0.0
33252,0.096704535
33253,0.0
33254,0.0
33255,0.5596618
33256,0.45909142
33257,0.0
33258,0.0
33259,0.0
33260,0.0
33261,0.0
33262,0.0
33263,3.5350838
33264,0.0005490509
33265,0.0
33266,0.0
33267,0.0
33268,0.0
33269,0.0
33270,0.0
33271,0.0
33272,0.054171987
33273,0.0
33274,0.0
33275,0.0
33276,0.8422468
33277,0.0
33278,0.0
33279,0.0
33280,0.0
33281,0.0
33282,0.21141045
33283,0.0
33284,0.0
33285,1.010867
33286,0.0
33287,0.0
33288,0.0
33289,0.0
33290,0.0
33291,0.0
33292,0.0
33293,0.0
33294,0.0
33295,0.12352345
33296,0.0
33297,0.0
33298,0.30244374
33299,0.0
33300,0.0
33301,0.0
33302,0.0
33303,0.0
33304,0.46786928
33305,0.0
33306,0.0
33307,0.0
33308,0.0
33309,0.0
33310,0.0
33311,0.0
33312,0.0
33313,0.0
33314,0.0
33315,0.0
33316,0.0
33317,0.0
33318,0.0
33319,0.0
33320,0.0
33321,0.0
33322,0.0
33323,3.2315555
33324,0.0
33325,0.0
33326,0.0
33327,0.0027251227
33328,0.0
33329,0.0
33330,0.0
33331,0.0
33332,0.0
33333,0.09628207
33334,0.0
33335,0.0
33336,0.0
33337,0.0
33338,0.0
33339,0.0
33340,0.0
33341,0.0030472518
33342,0.09557127
33343,0.7145742
33344,0.0
33345,0.0
33346,0.0
33347,0.2396831
33348,0.0
33349,0.0
33350,0.0
33351,0.0
33352,0.0
33353,0.0
33354,0.11596164
33355,0.0
33356,0.0
33357,0.0
33358,0.0
33359,0.0
33360,0.0
33361,0.0
33362,0.0
33363,0.0
33364,0.0
33365,0.0
33366,0.0
33367,0.0
33368,0.0
33369,0.0
33370,0.0
33371,0.0
33372,0.0
33373,0.0
33374,0.77486944
33375,0.052171722
33376,0.3093661
33377,0.0
33378,0.0
33379,0.0
33380,0.0
33381,0.0
33382,0.0
33383,0.87019217
33384,0.0
33385,0.0
33386,0.0
33387,0.0
33388,0.0
33389,0.0
33390,0.0
33391,0.0
33392,0.0
33393,0.0
33394,0.0
33395,0.0
33396,0.0
33397,0.0
33398,0.0
33399,0.0
33400,0.0010602442
33401,0.0
33402,0.30872035
33403,0.0
33404,0.022797696
33405,0.0
33406,0.0
33407,0.0
33408,0.0
33409,0.0
33410,0.0
33411,0.0
33412,0.0
33413,0.0
33414,0.0
33415,0.28491297
33416,0.0
33417,0.0
33418,0.0
33419,0.0
33420,0.0
33421,0.0
33422,1.1762455
33423,0.0
33424,0.0
33425,0.0
33426,0.0
33427,0.0
33428,0.0
33429,0.0
33430,0.0
33431,0.0
33432,0.0
