,0
31924,0.0
31925,0.0
31926,0.0
31927,0.0
31928,0.0
31929,0.0
31930,0.071014725
31931,0.31287563
31932,0.0
31933,0.0
31934,0.0
31935,1.197078
31936,0.0
31937,0.0
31938,0.0
31939,0.54362214
31940,0.0
31941,0.0
31942,0.0
31943,0.0
31944,0.05610814
31945,0.0
31946,0.0
31947,0.0
31948,0.0
31949,0.0
31950,0.0
31951,0.0
31952,0.14578697
31953,0.0
31954,0.0
31955,0.3301274
31956,0.21716307
31957,0.0709168
31958,2.0675073
31959,0.0
31960,0.0
31961,0.0
31962,0.0
31963,0.0
31964,0.0
31965,0.0
31966,0.0
31967,0.017068587
31968,0.0
31969,0.0
31970,0.0
31971,0.0
31972,0.0
31973,0.0
31974,0.0
31975,0.0
31976,0.0
31977,0.046590615
31978,0.0
31979,0.0
31980,0.0
31981,0.0
31982,0.0
31983,0.0
31984,0.0
31985,0.0
31986,0.0
31987,0.0
31988,0.0
31989,0.0
31990,2.329406
31991,1.135739
31992,0.0
31993,0.0
31994,0.0
31995,0.0
31996,0.010470113
31997,0.0
31998,0.0
31999,0.0
32000,0.0
32001,0.0
32002,0.0
32003,0.23055257
32004,0.0
32005,0.0
32006,0.0
32007,0.0
32008,0.0
32009,0.0
32010,0.0
32011,0.0
32012,0.0
32013,0.0
32014,0.0
32015,0.0
32016,0.0
32017,0.067639396
32018,0.0
32019,0.13997057
32020,0.0
32021,0.0
32022,0.0
32023,0.00016545046
32024,2.2366846
32025,0.3389842
32026,0.024484076
32027,0.55418384
32028,0.0
32029,0.0
32030,0.0
32031,0.0
32032,0.31969056
32033,0.6171917
32034,0.27683672
32035,0.0
32036,0.0
32037,0.050539926
32038,0.138928
32039,0.0
32040,0.0
32041,0.0
32042,0.0
32043,0.0
32044,0.0
32045,0.0
32046,0.0
32047,0.0
32048,0.0
32049,2.6423678
32050,0.0
32051,0.0
32052,0.0
32053,0.0
32054,0.0
32055,0.0
32056,0.0
32057,0.0
32058,0.045909785
32059,1.8766057
32060,0.0
32061,0.41800806
32062,0.01962729
32063,0.0
32064,0.0
32065,0.0
32066,0.04423469
32067,0.0
32068,0.0
32069,0.0
32070,0.05548921
32071,1.5711606
32072,0.0
32073,0.0
32074,0.014937059
32075,0.0
32076,0.0
32077,0.0
32078,0.0
32079,0.0
32080,0.021007938
32081,0.0
32082,0.0
32083,0.0
32084,0.0
32085,0.00026340445
32086,1.5108881
32087,0.0
32088,0.0
32089,0.0
32090,0.0
32091,0.0
32092,0.0
32093,0.0
32094,0.0
32095,0.0
32096,0.0
32097,0.0
32098,0.0
32099,0.0
32100,0.0
32101,0.0
32102,0.0
32103,0.0
32104,0.0
32105,0.0
32106,0.0
32107,0.0
32108,0.0
32109,0.0
32110,0.0
32111,0.0
32112,0.5051245
32113,0.0
32114,0.022115529
32115,0.0
32116,0.10017395
32117,0.0
32118,0.0
32119,0.0
32120,0.0
32121,0.0
32122,0.0
32123,0.0
32124,0.025768436
32125,0.0
32126,0.0
32127,0.0
32128,0.0
32129,0.0
32130,0.0
32131,0.0
32132,0.0
32133,0.0
32134,0.0
32135,0.0
32136,0.0
32137,0.52041996
32138,0.0
32139,0.32560885
32140,0.0
32141,0.0
32142,0.0
32143,0.0
32144,4.1050997
32145,0.0
32146,0.08433772
32147,0.0
32148,0.0
32149,0.0
32150,0.0
32151,0.0
32152,0.50355506
32153,0.0
32154,0.0
32155,0.0
32156,0.0
32157,0.0029943443
32158,0.0
32159,0.0
32160,0.0
32161,0.0
32162,0.0
32163,0.0039584194
32164,0.0
32165,0.0
32166,0.0
32167,3.0887008
32168,0.0
32169,0.0
32170,0.0
32171,0.0
32172,0.0
32173,0.0
32174,0.0
32175,0.0
32176,0.0
32177,0.0
32178,0.0
32179,0.0
32180,0.0
32181,0.0
32182,0.82990456
32183,0.0
32184,0.0
32185,0.0
32186,0.0
32187,0.0
32188,0.0041237585
32189,0.15050554
32190,0.0
32191,0.0
32192,0.38450626
32193,0.12454997
32194,0.0
32195,0.0
32196,0.0
32197,0.0
32198,0.0
32199,0.0
32200,0.0
32201,0.0
32202,0.0
32203,0.0
32204,0.15716828
32205,0.0
32206,0.026072754
32207,0.0
32208,0.0
32209,0.19926843
32210,0.042168323
32211,0.9790007
32212,0.69667196
32213,0.0
32214,0.0
32215,0.0
32216,0.0
32217,0.0
32218,0.0
32219,0.0
32220,0.0
32221,0.0
32222,1.2446125
32223,0.12687223
32224,1.9881591
32225,0.0
32226,2.2383375
32227,0.0
32228,0.0
32229,0.0
32230,0.0
32231,0.0
32232,0.0
32233,8.441542
32234,0.0
32235,0.0
32236,0.0
32237,0.0
32238,0.57571614
32239,0.0
32240,0.0
32241,0.2177868
32242,0.0
32243,0.36726394
32244,0.0
32245,0.0
32246,0.0
32247,0.0
32248,0.0
32249,0.0
32250,0.03798276
32251,7.198174
32252,0.5437527
32253,0.0
32254,0.0
32255,0.28253847
32256,0.0
32257,0.0
32258,0.0
32259,0.0
32260,0.21104892
32261,0.23582162
32262,0.0
32263,0.0
32264,0.0
32265,0.0
32266,0.0
32267,0.0
32268,0.034556918
32269,0.0
32270,0.0
32271,0.0
32272,0.0
32273,0.17336556
32274,0.121843256
32275,0.4994253
32276,0.0
32277,0.0
32278,0.30374402
32279,0.013164376
32280,0.0
32281,0.0
32282,0.0
32283,0.0
32284,0.0
32285,0.0
32286,0.0
32287,0.0
32288,0.0
32289,0.0
32290,0.0
32291,0.08050616
32292,0.0
32293,0.0
32294,0.0
32295,0.0
32296,0.0
32297,0.0
32298,0.38094497
32299,0.0
32300,0.0
32301,0.0
32302,0.0
32303,0.0
32304,0.0
32305,0.0
32306,0.0
32307,0.0
32308,0.0
32309,0.0
32310,0.0
32311,0.0
32312,0.2636877
32313,0.0
32314,1.8888196
32315,0.0
32316,0.0
32317,0.0
32318,0.0
32319,0.0
32320,0.0
32321,0.0
32322,0.0
32323,0.0
32324,0.0
32325,0.0
32326,0.0
32327,0.0
32328,0.0
32329,0.0
32330,0.0
32331,0.0
32332,0.0
32333,0.0
32334,0.0
32335,0.525349
32336,0.0
32337,0.06300002
32338,0.0
32339,0.0
32340,4.1814604
32341,0.0
32342,0.0
32343,0.052497752
32344,0.0
32345,0.0
32346,0.0
32347,0.4017421
32348,0.52047324
32349,0.0
32350,0.0
32351,0.0
32352,0.0
32353,0.0
32354,0.0
32355,0.0
32356,0.0
32357,0.0
32358,0.07776198
32359,1.4374899
32360,0.0
32361,0.0
32362,0.0
32363,0.0
32364,0.0
32365,0.0
32366,0.0
32367,0.0
32368,0.0
32369,0.0
32370,0.15772672
32371,0.0
32372,0.0
32373,0.001728796
32374,0.35213253
32375,1.0048414
32376,1.6665113
32377,0.2510331
32378,0.0
32379,0.0
32380,0.0
32381,0.0
32382,0.0
32383,0.0
32384,0.0
32385,0.0
32386,0.0
32387,0.0
32388,0.0
32389,0.0
32390,0.0
32391,0.0
32392,0.0
32393,0.0
32394,0.0
32395,0.0
32396,0.0
32397,0.0
32398,0.0
32399,0.0
32400,0.0
32401,0.0
32402,0.0
32403,0.0
32404,0.0
32405,0.0
32406,0.0
32407,0.0
32408,0.0
32409,0.0
32410,0.0
32411,0.8463205
32412,0.0
32413,0.0
32414,0.0
32415,0.010127717
32416,0.0
32417,0.015465706
32418,0.0
32419,0.41715658
32420,0.0
32421,0.0
32422,0.0
32423,0.0
32424,0.0
32425,0.0
32426,0.0
32427,0.63691676
32428,0.0
32429,0.0
32430,0.0
32431,0.0
32432,0.0
32433,0.0
32434,0.0
32435,0.0
32436,0.0
32437,0.0
32438,0.0
32439,0.0
32440,0.0
32441,0.0
32442,0.0
32443,0.0
32444,2.3838575
32445,0.0
32446,0.0
32447,0.0
32448,0.0
32449,0.0
32450,0.0
32451,0.0
32452,0.0
32453,0.7817825
32454,9.132675e-05
32455,3.0731
32456,1.798463
32457,0.47860038
32458,0.0
32459,0.0
32460,0.012263031
32461,0.50733805
32462,0.80924916
32463,0.0
32464,0.0
32465,0.0
32466,0.0
32467,0.0
32468,0.6686785
32469,0.03393291
32470,0.0
32471,0.0
32472,0.0
32473,0.0
32474,0.0
32475,0.0
32476,0.0
32477,0.0
32478,0.0
32479,0.0
32480,0.0
32481,0.0
32482,0.0
32483,0.0
32484,0.0
32485,0.0
32486,0.0
32487,0.0
32488,0.0
32489,0.019542154
32490,0.0
32491,0.0
32492,0.0
32493,0.86199915
32494,0.29233474
32495,0.0
32496,0.0
32497,0.0
32498,0.0
32499,0.0
32500,0.0
32501,0.0
32502,0.0
32503,0.0
32504,0.0
32505,0.0
32506,0.0
32507,0.0
32508,0.0
32509,0.16307114
32510,0.0
32511,0.0
32512,0.0
32513,3.8443673
32514,0.0
32515,0.0
32516,0.0
32517,3.8443673
32518,0.0
32519,0.0
32520,0.0
32521,0.0
32522,0.0
32523,0.0
32524,0.0
32525,0.0
32526,0.0
32527,0.0
32528,0.0
32529,0.0
32530,0.0
32531,0.0
32532,0.0
32533,0.0
32534,0.0
32535,0.0
32536,0.0
32537,0.0
32538,0.0
32539,0.0
32540,0.0
32541,0.0
32542,0.0
32543,0.0
32544,0.0
32545,0.0
32546,0.0
32547,0.0
32548,0.0
32549,0.0
32550,0.0
32551,0.0
32552,0.0
32553,0.0
32554,0.0
32555,5.101276
32556,0.0
32557,0.0
32558,0.0
32559,1.8361665
32560,0.0
32561,0.0
32562,0.08622191
32563,0.21303004
32564,0.0
32565,0.0
32566,0.0
32567,0.0
32568,0.0
32569,0.0
32570,0.0
32571,0.0
32572,0.0
32573,0.0
32574,0.0
32575,0.87002563
32576,0.0
32577,0.0
32578,0.0
32579,0.0
32580,0.50832874
32581,0.010697392
32582,10.488688
32583,2.9689565
32584,0.0
32585,0.0
32586,0.0
32587,0.0
32588,0.0
32589,0.0
32590,0.0
32591,0.0
32592,0.0
32593,0.0
32594,0.0
32595,0.0
32596,0.0
32597,0.19517626
32598,0.0
32599,0.0
32600,0.0
32601,0.0
32602,2.5272899
32603,0.0
32604,0.0
32605,0.0
32606,0.0
32607,0.06609796
32608,0.0
32609,0.51424325
32610,0.0
32611,0.036470838
32612,0.0
32613,0.0
32614,0.18479826
32615,0.0
32616,0.0
32617,0.0
32618,0.0
32619,0.0
32620,0.0
32621,0.0
32622,0.0
32623,0.0
32624,0.0
32625,0.0
32626,0.0
32627,0.14431365
32628,0.0
32629,0.0
32630,0.4499859
32631,0.0
32632,2.5894604
32633,0.0
32634,0.1110553
32635,4.32794
32636,0.0
32637,0.0
32638,1.010528
32639,0.58049846
32640,0.0
32641,0.0
32642,0.6935075
32643,0.0
32644,0.0
32645,0.0
32646,1.0979477
32647,0.0
32648,0.0
32649,0.0
32650,0.016447736
32651,0.0
32652,0.0
32653,0.0
32654,0.0
32655,0.0
32656,0.0
32657,0.47183412
32658,0.06634071
32659,0.009440531
32660,0.0
32661,0.0
32662,0.0
32663,0.0
32664,0.0
32665,0.0
32666,0.0
32667,0.0
32668,0.0
32669,0.0
32670,0.0
32671,0.0
32672,0.07124422
32673,0.3093907
32674,0.0
32675,0.0
32676,0.0
32677,1.1752894
32678,0.0
32679,0.0
32680,0.0
32681,0.5189379
32682,0.0
32683,0.0
32684,0.0
32685,0.0
32686,0.041042417
32687,0.0
32688,0.0
32689,0.0
32690,0.0
32691,0.0
32692,0.0
32693,0.0
32694,0.10313037
32695,0.0
32696,0.0
32697,0.3366418
32698,0.20065401
32699,0.057143297
32700,1.9711926
32701,0.0
32702,0.0
32703,0.0
32704,0.0
32705,0.0
32706,0.0
32707,0.0
32708,0.0
32709,0.014944767
32710,0.0
32711,0.0
32712,0.0
32713,0.0
32714,0.0
32715,0.0
32716,0.0
32717,0.0
32718,0.0
32719,0.044833396
32720,0.0
32721,0.0
32722,0.0
32723,0.0
32724,0.0
32725,0.0
32726,0.0
32727,0.0
32728,0.0
32729,0.0
32730,0.0
32731,0.0
32732,2.6006384
32733,1.0852218
32734,0.0
32735,0.0
32736,0.0
32737,0.0
32738,0.0029918079
32739,0.0
32740,0.0
32741,0.0
32742,0.0
32743,0.0
32744,0.0
32745,0.21998988
32746,0.0
32747,0.0
32748,0.0
32749,0.0
32750,0.0
32751,0.0
32752,0.0
32753,0.0
32754,0.0
32755,0.0
32756,0.0
32757,0.0
32758,0.0
32759,0.07811192
32760,0.0
32761,0.13898669
32762,0.0
32763,0.0
32764,0.0
32765,0.0008023797
32766,2.0343766
32767,0.3858011
32768,0.031264216
32769,0.54835856
32770,0.0
32771,0.0
32772,0.0
32773,0.0
32774,0.31923386
32775,0.58809143
32776,0.1867728
32777,0.0
32778,0.0
32779,0.054674674
32780,0.14992748
32781,0.0
32782,0.0
32783,0.0
32784,0.0
32785,0.0
32786,0.0
32787,0.0
32788,0.0
32789,0.0
32790,0.0
32791,2.6481533
32792,0.0
32793,0.0
32794,0.0
32795,0.0
32796,0.0
32797,0.0
32798,0.0
32799,0.0
32800,0.06258197
32801,1.9221696
32802,0.0
32803,0.41563502
32804,0.012491531
32805,0.0
32806,0.0
32807,0.0
32808,0.050996475
32809,0.0
32810,0.0
32811,0.0
32812,0.051865138
32813,1.6788377
32814,0.0
32815,0.0
32816,0.00932034
32817,0.0
32818,0.0
32819,0.0
32820,0.0
32821,0.0
32822,0.032172658
32823,0.0
32824,0.0
32825,0.0
32826,0.0
32827,0.0010740978
32828,1.5067184
32829,0.0
32830,0.0
32831,0.0
32832,0.0
32833,0.0
32834,0.0
32835,0.0
32836,0.0
32837,0.0
32838,0.0
32839,0.0
32840,0.0
32841,0.0
32842,0.0
32843,0.0
32844,0.0
32845,0.0
32846,0.0
32847,0.0
32848,0.0
32849,0.0
32850,0.0
32851,0.0
32852,0.0
32853,0.0
32854,0.46500614
32855,0.0
32856,0.021740112
32857,0.0
32858,0.107476234
32859,0.0
32860,0.0
32861,0.0
32862,0.0
32863,0.0
32864,0.0
32865,0.0
32866,0.018503498
32867,0.0
32868,0.0
32869,0.0
32870,0.0
32871,0.0
32872,0.0
32873,0.0
32874,0.0
32875,0.0
32876,0.0
32877,0.0
32878,0.0
32879,0.5515255
32880,0.0
32881,0.3445114
32882,0.0
32883,0.0
32884,0.0
32885,0.0
32886,4.084053
32887,0.0
32888,0.07622111
32889,0.0
32890,0.0
32891,0.0
32892,0.0
32893,0.0
32894,0.5005105
32895,0.0
32896,0.0
32897,0.0
32898,0.0
32899,0.0022931846
32900,0.0
32901,0.0
32902,0.0
32903,0.0
32904,0.0
32905,0.0077474583
32906,0.0
32907,0.0
32908,0.0
32909,2.90978
32910,0.0
32911,0.0
32912,0.0
32913,0.0
32914,0.0
32915,0.0
32916,0.0
32917,0.0
32918,0.0
32919,0.0
32920,0.0
32921,0.0
32922,0.0
32923,0.0
32924,0.6893291
32925,0.0
32926,0.0
32927,0.0
32928,0.0
32929,0.0
32930,0.00093679613
32931,0.12169142
32932,0.0
32933,0.0
32934,0.37696558
32935,0.1121922
32936,0.0
32937,0.0
32938,0.0
32939,0.0
32940,0.0
32941,0.0
32942,0.0
32943,0.0
32944,0.0
32945,0.0
32946,0.15127063
32947,0.0
32948,0.025655977
32949,0.0
32950,0.0
32951,0.18471833
32952,0.041600894
32953,0.98240924
32954,0.70212173
32955,0.0
32956,0.0
32957,0.0
32958,0.0
32959,0.0
32960,0.0
32961,0.0
32962,0.0
32963,0.0
32964,1.0656935
32965,0.10252419
32966,1.9567248
32967,0.0
32968,2.2662454
32969,0.0
32970,0.0
32971,0.0
32972,0.0
32973,0.0
32974,0.0
32975,8.723254
32976,0.0
32977,0.0
32978,0.0
32979,0.0
32980,0.60194826
32981,0.0
32982,0.0
32983,0.2366611
32984,0.0
32985,0.3627693
32986,0.0
32987,0.0
32988,0.0
32989,0.0
32990,0.0
32991,0.0
32992,0.03469214
32993,7.5117016
32994,0.53371346
32995,0.0
32996,0.0
32997,0.25657734
32998,0.0
32999,0.0
33000,0.0
33001,0.0
33002,0.17795603
33003,0.24489982
33004,0.0
33005,0.0
33006,0.0
33007,0.0
33008,0.0
33009,0.0
33010,0.035416197
33011,0.0
33012,0.0
33013,0.0
33014,0.0
33015,0.17246552
33016,0.11306798
33017,0.50428003
33018,0.0
33019,0.0
33020,0.32787743
33021,0.0059862705
33022,0.0
33023,0.0
33024,0.0
33025,0.0
33026,0.0
33027,0.0
33028,0.0
33029,0.0
33030,0.0
33031,0.0
33032,0.0
33033,0.053739678
33034,0.0
33035,0.0
33036,0.0
33037,0.0
33038,0.0
33039,0.0
33040,0.318211
33041,0.0
33042,0.0
33043,0.0
33044,0.0
33045,0.0
33046,0.0
33047,0.0
33048,0.0
33049,0.0
33050,0.0
33051,0.0
33052,0.0
33053,0.0
33054,0.2493147
33055,0.0
33056,1.9258418
33057,0.0
33058,0.0
33059,0.0
33060,0.0
33061,0.0
33062,0.0
33063,0.0
33064,0.0
33065,0.0
33066,0.0
33067,0.0
33068,0.0
33069,0.0
33070,0.0
33071,0.0
33072,0.0
33073,0.0
33074,0.0
33075,0.0
33076,0.0
33077,0.4922962
33078,0.0
33079,0.051827613
33080,0.0
33081,0.0
33082,4.577901
33083,0.0
33084,0.0
33085,0.07414566
33086,0.0
33087,0.0
33088,0.0
33089,0.36236382
33090,0.51941127
33091,0.0
33092,0.0
33093,0.0
33094,0.0
33095,0.0
33096,0.0
33097,0.0
33098,0.0
33099,0.0
33100,0.066456825
33101,1.3652543
33102,0.0
33103,0.0
33104,0.0
33105,0.0
33106,0.0
33107,0.0
33108,0.0
33109,0.0
33110,0.0
33111,0.0
33112,0.12993634
33113,0.0
33114,0.0
33115,0.00304607
33116,0.31329253
33117,1.0172437
33118,1.6313589
33119,0.26589248
33120,0.0
33121,0.0
33122,0.0
33123,0.0
33124,0.0
33125,0.0
33126,0.0
33127,0.0
33128,0.0
33129,0.0
33130,0.0
33131,0.0
33132,0.0
33133,0.0
33134,0.0
33135,0.0
33136,0.0
33137,0.0
33138,0.0
33139,0.0
33140,0.0
33141,0.0
33142,0.0
33143,0.0
33144,0.0
33145,0.0
33146,0.0
33147,0.0
33148,0.0
33149,0.0
33150,0.0
33151,0.0
33152,0.0
33153,0.90291244
33154,0.0
33155,0.0
33156,0.0
33157,0.0016015391
33158,0.0
33159,0.012010389
33160,0.0
33161,0.39994007
33162,0.0
33163,0.0
33164,0.0
33165,0.0
33166,0.0
33167,0.0
33168,0.0
33169,0.66964984
33170,0.0
33171,0.0
33172,0.0
33173,0.0
33174,0.0
33175,0.0
33176,0.0
33177,0.0
33178,0.0
33179,0.0
33180,0.0
33181,0.0
33182,0.0
33183,0.0
33184,0.0
33185,0.0
33186,2.37501
33187,0.0
33188,0.0
33189,0.0
33190,0.0
33191,0.0
33192,0.0
33193,0.0
33194,0.0
33195,0.7406475
33196,0.0
33197,3.061657
33198,1.778465
33199,0.42246294
33200,0.0
33201,0.0
33202,0.009356459
33203,0.49897367
33204,0.83290243
33205,0.0
33206,0.0
33207,0.0
33208,0.0
33209,0.0
33210,0.7015581
33211,0.038487654
33212,0.0
33213,0.0
33214,0.0
33215,0.0
33216,0.0
33217,0.0
33218,0.0
33219,0.0
33220,0.0
33221,0.0
33222,0.0
33223,0.0
33224,0.0
33225,0.0
33226,0.0
33227,0.0
33228,0.0
33229,0.0
33230,0.0
33231,0.003117628
33232,0.0
33233,0.0
33234,0.0
33235,0.85745037
33236,0.28017652
33237,0.0
33238,0.0
33239,0.0
33240,0.0
33241,0.0
33242,0.0
33243,0.0
33244,0.0
33245,0.0
33246,0.0
33247,0.0
33248,0.0
33249,0.0
33250,0.0
33251,0.16146383
33252,0.0
33253,0.0
33254,0.0
33255,3.663041
33256,0.0
33257,0.0
33258,0.0
33259,3.663041
33260,0.0
33261,0.0
33262,0.0
33263,0.0
33264,0.0
33265,0.0
33266,0.0
33267,0.0
33268,0.0
33269,0.0
33270,0.0
33271,0.0
33272,0.0
33273,0.0
33274,0.0
33275,0.0
33276,0.0
33277,0.0
33278,0.0
33279,0.0
33280,0.0
33281,0.0
33282,0.0
33283,0.0
33284,0.0
33285,0.0
33286,0.0
33287,0.0
33288,0.0
33289,0.0
33290,0.0
33291,0.0
33292,0.0
33293,0.0
33294,0.0
33295,0.0
33296,0.0
33297,5.095262
33298,0.0
33299,0.0
33300,0.0
33301,2.0258532
33302,0.0
33303,0.0
33304,0.08620893
33305,0.1504224
33306,0.0
33307,0.0
33308,0.0
33309,0.0
33310,0.0
33311,0.0
33312,0.0
33313,0.0
33314,0.0
33315,0.0
33316,0.0
33317,0.92077965
33318,0.0
33319,0.0
33320,0.0
33321,0.0
33322,0.47824076
33323,4.0081086e-05
33324,11.544706
33325,3.3360841
33326,0.0
33327,0.0
33328,0.0
33329,0.0
33330,0.0
33331,0.0
33332,0.0
33333,0.0
33334,0.0
33335,0.0
33336,0.0
33337,0.0
33338,0.0
33339,0.2511603
33340,0.0
33341,0.0
33342,0.0
33343,0.0
33344,2.594771
33345,0.0
33346,0.0
33347,0.0
33348,0.0
33349,0.057902377
33350,0.0
33351,0.5205665
33352,0.0
33353,0.037061296
33354,0.0
33355,0.0
33356,0.16221257
33357,0.0
33358,0.0
33359,0.0
33360,0.0
33361,0.0
33362,0.0
33363,0.0
33364,0.0
33365,0.0
33366,0.0
33367,0.0
33368,0.0
33369,0.14581607
33370,0.0
33371,0.0
33372,0.45036793
33373,0.0
33374,2.9649823
33375,0.0
33376,0.10425852
33377,4.6871943
33378,0.0
33379,0.0
33380,0.93592376
33381,0.57190984
33382,0.0
33383,0.0
33384,0.6320933
33385,0.0
33386,0.0
33387,0.0
33388,1.1151881
33389,0.0
33390,0.0
33391,0.0
33392,0.014262359
33393,0.0
33394,0.0
33395,0.0
33396,0.0
33397,0.0
33398,0.0
33399,0.5777527
33400,0.05879085
33401,0.011591291
33402,0.0
33403,0.0
33404,0.0
33405,0.0
33406,0.0
33407,0.0
33408,0.0
33409,0.0
33410,0.0
33411,0.0
33412,0.0
33413,0.0
33414,0.059124105
33415,0.27691185
33416,0.0
33417,0.0
33418,0.0
33419,1.1368384
33420,0.0
33421,0.0
33422,0.0
33423,0.5091694
33424,0.0
33425,0.0
33426,0.0
33427,0.0
33428,0.045293897
33429,0.0
33430,0.0
33431,0.0
33432,0.0
33433,0.0
33434,0.0
33435,0.0
33436,0.11398836
33437,0.0
33438,0.0
33439,0.33626378
33440,0.21548867
33441,0.10808774
33442,2.0145805
33443,0.0
33444,0.0
33445,0.0
33446,0.0
33447,0.0
33448,0.0
33449,0.0
33450,0.0
33451,0.029966578
33452,0.0
33453,0.0
33454,0.0
33455,0.0
33456,0.0
33457,0.0
33458,0.0
33459,0.0
33460,0.0
33461,0.025479695
33462,0.0
33463,0.0
33464,0.0
33465,0.0
33466,0.0
33467,0.0
33468,0.0
33469,0.0
33470,0.0
33471,0.0
33472,0.0
33473,0.0
33474,2.2632728
33475,1.2500769
33476,0.0
33477,0.0
33478,0.0
33479,0.0
33480,0.005021256
33481,0.0
33482,0.0
33483,0.0
33484,0.0
33485,0.0
33486,0.0
33487,0.25211343
33488,0.0
33489,0.0
33490,0.0
33491,0.0
33492,0.0
33493,0.0
33494,0.0
33495,0.0
33496,0.0
33497,0.0
33498,0.0
33499,0.0
33500,0.0
33501,0.07941317
33502,0.0
33503,0.22375198
33504,0.0
33505,0.0
33506,0.0
33507,0.0075312112
33508,2.1474838
33509,0.6545066
33510,0.04452311
33511,0.50032836
33512,0.0
33513,0.0
33514,0.0
33515,0.0
33516,0.33599216
33517,0.64640695
33518,0.26325232
33519,0.0
33520,0.0
33521,0.04323876
33522,0.16825514
33523,0.0
33524,0.0
33525,0.0
33526,0.0
33527,0.0
33528,0.0
33529,0.0
33530,0.0
33531,0.0
33532,0.0
33533,2.5625348
33534,0.0
33535,0.0
33536,0.0
33537,0.0
33538,0.0
33539,0.0
33540,0.0
33541,0.0
33542,0.040242013
33543,1.8393389
33544,0.0
33545,0.5037571
33546,0.013150239
33547,0.0
33548,0.0
33549,0.0
33550,0.068650134
33551,0.0
33552,0.0
33553,0.0
33554,0.048043497
33555,1.694658
33556,0.0
33557,0.0
33558,0.007738691
33559,0.0
33560,0.0
33561,0.0
33562,0.0
33563,0.0
33564,0.08858688
33565,0.0
33566,0.0
33567,0.0
33568,0.0
33569,0.0015526599
33570,1.4372399
33571,0.0
33572,0.0
33573,0.0
33574,0.0
33575,0.0
33576,0.0
33577,0.0
33578,0.0
33579,0.0
33580,0.0
33581,0.0
33582,0.0
33583,0.0
33584,0.0
33585,0.0
33586,0.0
33587,0.0
33588,0.0
33589,0.0
33590,0.0
33591,0.0
33592,0.0
33593,0.0
33594,0.0
33595,0.0
33596,0.4530104
33597,0.0
33598,0.02426403
33599,0.0
33600,0.080137596
33601,0.0
33602,0.0
33603,0.0
33604,0.0
33605,0.0
33606,0.0
33607,0.0
33608,0.03281846
33609,0.0
33610,0.0
33611,0.0
33612,0.0
33613,0.0
33614,0.0
33615,0.0
33616,0.0
33617,0.0
33618,0.0
33619,0.0
33620,0.0
33621,0.56030077
33622,0.0
33623,0.3081078
33624,0.0
33625,0.0
33626,0.0
33627,0.0
33628,3.8102076
33629,0.0
33630,0.09347983
33631,0.0
33632,0.0
33633,0.0
33634,0.0
33635,0.0
33636,0.5280921
33637,0.0
33638,0.0
33639,0.0
33640,0.0
33641,0.008842742
33642,0.0
33643,0.0
33644,0.0
33645,0.0
33646,0.0
33647,0.0029738075
33648,0.0
33649,0.0
33650,0.0
33651,3.2332735
33652,0.0
33653,0.0
33654,0.0
33655,0.0
33656,0.0
33657,0.0
33658,0.0
33659,0.0
33660,0.0
33661,0.0
33662,0.0
33663,0.0
33664,0.0
33665,0.0
33666,1.000501
33667,0.0
33668,0.0
33669,0.0
33670,0.0
33671,0.0
33672,0.012300229
33673,0.14379583
33674,0.0
33675,4.2781664e-07
33676,0.44100156
33677,0.18727069
33678,0.0
33679,0.0
33680,0.0
33681,0.0
33682,0.0
33683,0.0
33684,0.0
33685,0.0
33686,0.0
33687,0.0
33688,0.13441055
33689,0.0
33690,0.030576542
33691,0.0
33692,0.0
33693,0.30921647
33694,0.05134141
33695,1.0756671
33696,0.7696671
33697,0.0
33698,0.0
33699,0.0
33700,0.0
33701,0.0
33702,0.0
33703,0.0
33704,0.0
33705,0.0
33706,1.2494117
33707,0.16571389
33708,1.8834202
33709,0.0
33710,2.2683325
33711,0.0
33712,0.0
33713,0.0
33714,0.0
33715,0.0
33716,0.0
33717,8.435569
33718,0.0
33719,0.0
33720,0.0
33721,0.0
33722,0.5531005
33723,0.0
33724,0.0
33725,0.23717442
33726,0.0
33727,0.43806762
33728,0.0
33729,0.0
33730,0.0
33731,0.0
33732,0.0
33733,0.0
33734,0.052979205
33735,7.4088383
33736,0.56826097
33737,0.0
33738,0.0
33739,0.25961405
33740,0.0
33741,0.0
33742,0.0
33743,0.0
33744,0.15141495
33745,0.29215506
33746,0.0
33747,0.0
33748,0.0
33749,0.0
33750,0.0
33751,0.0
33752,0.043206267
33753,0.0
33754,0.0
33755,0.0
33756,0.0
33757,0.15632112
33758,0.12121042
33759,0.5635065
33760,0.0
33761,0.0
33762,0.35592636
33763,0.008149752
33764,0.0
33765,0.0
33766,0.0
33767,0.0
33768,0.0
33769,0.0
33770,0.0
33771,0.0
33772,0.0
33773,0.0
33774,0.0
33775,0.086041704
33776,0.0
33777,0.0
33778,0.0
33779,0.0
33780,0.0
33781,0.0
33782,0.45501035
33783,0.0
33784,0.0
33785,0.0
33786,0.0
33787,0.0
33788,0.0
33789,0.0
33790,0.0
33791,0.0
33792,0.0
33793,0.0
33794,0.0
33795,0.0
33796,0.26079765
33797,0.0
33798,2.056471
33799,0.0
33800,0.0
33801,0.0
33802,0.0
33803,0.0
33804,0.0
33805,0.0
33806,0.0
33807,0.0
33808,0.0
33809,0.0
33810,0.0
33811,0.0
33812,0.0
