,0
3873,0.0
3874,0.0
3875,0.0
3876,0.0
3877,0.15405905
3878,0.0
3879,0.0
3880,0.0
3881,0.89179957
3882,0.0
3883,0.0
3884,0.0
3885,0.0
3886,0.0
3887,0.0
3888,0.0
3889,0.035884533
3890,0.0128628425
3891,0.019371618
3892,0.0
3893,0.0
3894,0.0
3895,2.9214075
3896,0.75387347
3897,0.0
3898,0.0
3899,0.0
3900,0.0
3901,0.0696742
3902,0.0
3903,0.0
3904,0.0
3905,0.0
3906,0.0
3907,0.0
3908,0.0
3909,0.0
3910,0.0
3911,0.0
3912,0.0
3913,0.0
3914,0.0
3915,0.0
3916,0.0
3917,0.0
3918,0.0
3919,0.0
3920,0.0
3921,0.077687785
3922,0.20112923
3923,0.0
3924,0.0
3925,0.0
3926,0.0
3927,0.0
3928,0.14716658
3929,0.0
3930,0.0
3931,0.49100146
3932,0.015896661
3933,0.007858433
3934,0.0
3935,0.0
3936,0.0
3937,0.0
3938,0.0
3939,0.0
3940,0.0
3941,0.0
3942,0.0
3943,0.0
3944,0.0
3945,0.0
3946,0.0
3947,0.0
3948,0.0
3949,0.0
3950,0.0
3951,0.0
3952,0.240678
3953,0.0
3954,0.0
3955,0.007079495
3956,0.38316545
3957,1.3028061
3958,0.0
3959,0.0
3960,0.0
3961,0.0
3962,3.7900167
3963,7.627681
3964,0.0
3965,0.0
3966,0.0
3967,0.0
3968,0.0
3969,0.0
3970,0.030843398
3971,0.0
3972,0.00016385721
3973,0.0
3974,0.0
3975,0.0
3976,0.025755394
3977,0.0
3978,0.0
3979,0.0
3980,0.0
3981,0.0
3982,0.0
3983,0.0
3984,0.40483928
3985,0.0
3986,0.0
3987,0.0
3988,0.0
3989,0.0
3990,0.0
3991,0.0
3992,0.0
3993,0.0
3994,0.0
3995,0.0
3996,0.0
3997,0.0
3998,0.0
3999,0.0
4000,0.0
4001,0.0
4002,0.0
4003,0.0
4004,0.0
4005,0.0
4006,0.0
4007,0.0
4008,0.0
4009,0.0
4010,0.0
4011,6.681155e-05
4012,0.64690137
4013,0.5423482
4014,0.85531473
4015,0.0002618199
4016,0.0
4017,0.0
4018,0.0
4019,0.0
4020,0.0
4021,0.0
4022,0.0
4023,0.0
4024,0.0
4025,0.0
4026,2.5213099
4027,0.6385114
4028,0.0
4029,0.0
4030,0.0
4031,0.0
4032,0.8427926
4033,0.0
4034,0.18056601
4035,2.697948e-07
4036,0.0
4037,0.0
4038,0.0
4039,0.0011071148
4040,0.0
4041,0.0
4042,0.0
4043,0.0
4044,0.0
4045,0.0
4046,0.0
4047,0.0
4048,0.0
4049,0.0
4050,0.0
4051,0.0
4052,0.0
4053,0.0
4054,0.77472353
4055,0.0
4056,0.016382096
4057,0.5972874
4058,0.66971207
4059,1.5812851
4060,0.16307844
4061,0.0
4062,0.0
4063,0.0
4064,0.0
4065,0.0
4066,0.0
4067,0.0
4068,0.0037764884
4069,0.0
4070,0.0
4071,0.0
4072,0.0
4073,0.0
4074,0.045764524
4075,0.3767613
4076,0.0
4077,0.0
4078,0.132696
4079,0.0
4080,0.3138351
4081,0.0
4082,0.0
4083,0.0
4084,0.093022875
4085,0.0
4086,0.011846801
4087,0.0
4088,0.0
4089,1.6708181
4090,0.33905005
4091,0.0
4092,0.14831114
4093,0.0
4094,0.0
4095,0.0
4096,0.0
4097,0.5869301
4098,1.1393994
4099,0.0
4100,0.0
4101,0.0
4102,0.000559607
4103,0.034551702
4104,0.0
4105,0.0
4106,0.0
4107,0.8289471
4108,0.45010233
4109,0.034662534
4110,1.8914925
4111,0.0
4112,0.0
4113,0.68978643
4114,0.41053683
4115,0.0
4116,0.0
4117,0.09116548
4118,0.0
4119,0.0
4120,0.0
4121,0.0
4122,0.0
4123,0.0
4124,6.4547094e-06
4125,0.0
4126,0.0
4127,0.0
4128,2.0731893
4129,0.0
4130,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.0
4135,0.0
4136,0.0
4137,0.0
4138,0.0
4139,0.0
4140,0.0
4141,0.0
4142,0.0
4143,0.0
4144,0.0
4145,0.0
4146,0.0
4147,0.0
4148,0.0
4149,0.0
4150,0.0
4151,0.0
4152,0.0
4153,0.0
4154,0.0
4155,0.0
4156,0.0
4157,0.0
4158,0.0
4159,0.0
4160,0.21502535
4161,0.0
4162,0.0
4163,0.0
4164,0.0
4165,0.0
4166,0.000748503
4167,0.0
4168,0.0
4169,0.0072583975
4170,0.22017415
4171,0.0
4172,0.0
4173,0.0
4174,0.0
4175,0.0
4176,0.0
4177,0.0
4178,0.0
4179,0.0
4180,0.0
4181,0.0
4182,0.0
4183,0.0
4184,0.0
4185,0.0
4186,0.0
4187,0.0
4188,0.0
4189,0.0
4190,0.0
4191,0.13502474
4192,0.0
4193,0.0
4194,0.0
4195,0.0
4196,0.0
4197,0.0
4198,0.0
4199,0.0
4200,0.0
4201,0.0
4202,0.0
4203,0.0
4204,0.65992415
4205,0.0
4206,0.0
4207,0.0004947773
4208,0.0
4209,0.0
4210,0.0
4211,0.0
4212,0.0
4213,0.24130413
4214,0.0
4215,0.0
4216,0.0
4217,0.0
4218,0.0
4219,0.0
4220,0.0
4221,0.0
4222,0.0
4223,0.0
4224,0.22298998
4225,0.0
4226,0.0
4227,0.0
4228,0.0
4229,0.0
4230,0.0
4231,0.0
4232,0.0
4233,0.0
4234,0.20474984
4235,0.0
4236,0.0
4237,0.0
4238,0.0
4239,0.0
4240,0.0
4241,0.094337784
4242,0.0
4243,0.7032626
4244,0.0
4245,0.0
4246,0.0
4247,0.0
4248,0.0
4249,0.0
4250,0.0
4251,0.0
4252,3.7555033e-08
4253,0.0
4254,0.0
4255,0.0
4256,0.0
4257,0.0
4258,0.0
4259,0.0
4260,0.0
4261,0.0
4262,0.0
4263,0.21625383
4264,0.0
4265,0.0
4266,0.0
4267,0.032862484
4268,0.0
4269,0.0
4270,0.0
4271,0.0
4272,0.016455153
4273,0.06877635
4274,0.0
4275,0.0
4276,0.07355408
4277,0.9199307
4278,0.28564134
4279,0.82754296
4280,11.326354
4281,0.0
4282,0.0
4283,0.0
4284,0.2817075
4285,0.0
4286,0.0
4287,2.1026368
4288,0.0
4289,0.0
4290,0.0
4291,0.8076828
4292,1.8914251
4293,2.0579126
4294,0.010751663
4295,0.0
4296,0.0
4297,0.0
4298,1.0306959
4299,0.0
4300,0.0
4301,0.0
4302,0.0
4303,0.56266004
4304,0.0
4305,0.0
4306,0.0
4307,0.0018946428
4308,0.0
4309,0.0
4310,0.0
4311,0.0
4312,0.0
4313,0.0
4314,0.0
4315,0.0
4316,0.0
4317,0.0
4318,0.0
4319,0.0
4320,0.0
4321,0.0
4322,0.0
4323,0.0
4324,0.476058
4325,0.0
4326,0.0
4327,0.0
4328,0.0
4329,0.0
4330,0.0
4331,0.0
4332,0.0
4333,0.0
4334,0.0
4335,0.0
4336,0.1964751
4337,0.3564259
4338,0.0
4339,0.0
4340,0.0
4341,0.0
4342,0.87232393
4343,0.0
4344,0.13477719
4345,0.0
4346,0.0
4347,0.0
4348,0.041366734
4349,0.0
4350,0.0
4351,0.0
4352,0.0
4353,0.0
4354,0.0
4355,0.0
4356,0.0
4357,0.0
4358,0.0
4359,0.0
4360,0.1068437
4361,0.57238746
4362,0.0
4363,0.0
4364,0.0
4365,0.0
4366,0.0
4367,0.0
4368,0.0
4369,0.0
4370,0.0
4371,0.0
4372,0.0
4373,0.0
4374,0.0
4375,0.0
4376,0.0
4377,0.0
4378,0.0
4379,0.0
4380,0.0
4381,0.0
4382,0.19855832
4383,0.0
4384,0.0
4385,0.0
4386,0.0
4387,0.0
4388,0.0
4389,0.0
4390,0.0
4391,0.0
4392,0.0
4393,0.0
4394,0.02248181
4395,0.0
4396,0.29414982
4397,0.0
4398,0.29373989
4399,0.0067593018
4400,0.0
4401,2.547286
4402,0.0
4403,0.0
4404,2.88535
4405,0.0
4406,0.0
4407,0.3372745
4408,0.43629694
4409,0.0
4410,0.0
4411,0.0
4412,0.0
4413,0.00969517
4414,0.03596058
4415,0.0
4416,0.0
4417,0.0
4418,0.0
4419,0.0
4420,0.0
4421,0.06777763
4422,0.0
4423,0.0
4424,0.0
4425,0.0
4426,0.0
4427,0.0
4428,0.0
4429,0.1349183
4430,0.0
4431,0.0
4432,0.12783188
4433,0.0
4434,0.0
4435,0.0009837322
4436,0.0
4437,0.0
4438,0.0
4439,0.0
4440,0.0
4441,0.0
4442,0.0
4443,0.0
4444,0.0
4445,0.0
4446,0.00046182208
4447,0.0
4448,0.0
4449,0.0
4450,0.122415744
4451,0.0
4452,1.1981957
4453,0.08468731
4454,0.0
4455,0.025653914
4456,0.04029477
4457,0.0
4458,0.0
4459,2.964916
4460,0.0
4461,0.0
4462,0.0
4463,1.190592
4464,0.0
4465,0.0
4466,0.033167537
4467,0.0
4468,0.020118488
4469,0.0
4470,0.0
4471,0.0
4472,0.0
4473,0.0
4474,0.0
4475,1.4388997e-06
4476,0.0
4477,0.047240306
4478,0.0
4479,0.0
4480,0.0
4481,0.0
4482,0.0
4483,0.0
4484,0.31495228
4485,0.007836726
4486,0.0
4487,0.40705952
4488,0.0
4489,0.0
4490,0.0
4491,0.0057913978
4492,0.7639928
4493,0.7860525
4494,0.0
4495,0.0010255432
4496,0.0
4497,0.0
4498,0.0
4499,0.0
4500,0.0
4501,0.76305825
4502,0.08875867
4503,0.0
4504,0.0
4505,0.0
4506,0.0
4507,0.49731627
4508,0.0
4509,0.0
4510,1.1672926
4511,0.013323875
4512,0.2707667
4513,0.20752475
4514,0.0
4515,0.0
4516,0.0
4517,0.0
4518,0.0
4519,0.0
4520,0.0
4521,0.0
4522,0.0
4523,0.0
4524,0.039083622
4525,0.13446924
4526,0.0
4527,0.0
4528,0.0
4529,0.0
4530,0.0
4531,0.0
4532,0.0
4533,0.0
4534,0.0
4535,1.1507151
4536,0.17163718
4537,0.7108385
4538,0.0
4539,0.0
4540,0.0
4541,0.0
4542,0.0
4543,0.0
4544,0.0
4545,0.0
4546,0.0
4547,0.0
4548,0.0
4549,0.4089949
4550,0.0
4551,0.0270866
4552,0.0
4553,0.0
4554,0.0
4555,0.0
4556,0.24449803
4557,0.0
4558,0.0
4559,0.52588546
4560,0.0
4561,0.0
4562,0.010216065
4563,0.000825422
4564,0.0
4565,0.0
4566,0.0
4567,0.0
4568,0.0
4569,0.0
4570,0.0
4571,1.1061765
4572,0.0
4573,2.4421635
4574,0.0
4575,0.0
4576,0.32447162
4577,0.0
4578,1.1798059
4579,0.0
4580,0.0
4581,0.0
4582,0.0
4583,0.0
4584,0.44907677
4585,0.0
4586,0.0
4587,0.6295836
4588,0.0
4589,0.104259364
4590,0.0
4591,0.0
4592,0.0
4593,0.0
4594,0.0
4595,0.0
4596,0.0
4597,0.0
4598,0.0
4599,0.0
4600,0.0
4601,0.0
4602,0.0
4603,1.9198072
4604,0.0
4605,0.0
4606,0.0
4607,0.0
4608,0.0
4609,0.0
4610,0.0
4611,0.02112652
4612,0.0
4613,0.055151355
4614,0.32680327
4615,0.0
4616,0.0
4617,0.0
4618,0.0
4619,0.0
4620,0.0
4621,0.14325461
4622,0.0
4623,0.0
4624,0.0
4625,0.9086122
4626,0.0
4627,0.0
4628,0.0
4629,0.0
4630,0.0
4631,0.0
4632,0.0
4633,0.029231993
4634,0.011413846
4635,0.008780359
4636,0.0
4637,0.0
4638,0.0
4639,2.9857209
4640,0.7351657
4641,0.0
4642,0.0
4643,0.0
4644,0.0
4645,0.06816576
4646,0.0
4647,0.0
4648,0.0
4649,0.0
4650,0.0
4651,0.0
4652,0.0
4653,0.0
4654,0.0
4655,0.0
4656,0.0
4657,0.0
4658,0.0
4659,0.0
4660,0.0
4661,0.0
4662,0.0
4663,0.0
4664,0.0
4665,0.09620576
4666,0.19262011
4667,0.0
4668,0.0
4669,0.0
4670,0.0
4671,0.0
4672,0.17461106
4673,0.0
4674,0.0
4675,0.64338434
4676,0.01691638
4677,0.007681218
4678,0.0
4679,0.0
4680,0.0
4681,0.0
4682,0.0
4683,0.0
4684,0.0
4685,0.0
4686,0.0
4687,0.0
4688,0.0
4689,0.0
4690,0.0
4691,0.0
4692,0.0
4693,0.0
4694,0.0
4695,0.0
4696,0.24962655
4697,0.0
4698,0.0
4699,0.008309625
4700,0.36061972
4701,1.3177174
4702,0.0
4703,0.0
4704,0.0
4705,0.0
4706,3.841827
4707,7.541182
4708,0.0
4709,0.0
4710,0.0
4711,0.0
4712,0.0
4713,0.0
4714,0.032252643
4715,0.0
4716,0.0010443083
4717,0.0
4718,0.0
4719,0.0
4720,0.018595446
4721,0.0
4722,0.0
4723,0.0
4724,0.0
4725,0.0
4726,0.0
4727,0.0
4728,0.50306237
4729,0.0
4730,0.0
4731,0.0
4732,0.0
4733,0.0
4734,0.0
4735,0.0
4736,0.0
4737,0.0
4738,0.0
4739,0.0
4740,0.0
4741,0.0
4742,0.0
4743,0.0
4744,0.0
4745,0.0
4746,0.0
4747,0.0
4748,0.0
4749,0.0
4750,0.0
4751,0.0
4752,0.0
4753,0.0
4754,0.0
4755,0.001839547
4756,0.6504322
4757,0.5600088
4758,0.8516072
4759,0.00027336055
4760,0.0
4761,0.0
4762,0.0
4763,0.0
4764,0.0
4765,0.0
4766,0.0
4767,0.0
4768,0.0
4769,0.0
4770,2.7704842
4771,0.65256613
4772,0.0
4773,0.0
4774,0.0
4775,0.0
4776,0.8048475
4777,0.0
4778,0.16685644
4779,0.0
4780,0.0
4781,0.0
4782,0.0
4783,0.007387675
4784,0.0
4785,0.0
4786,0.0
4787,0.0
4788,0.0
4789,0.0
4790,0.0
4791,0.0
4792,0.0
4793,0.0
4794,0.0
4795,0.0
4796,0.0
4797,0.0
4798,0.78281367
4799,0.0
4800,0.0103646945
4801,0.6178313
4802,0.6902385
4803,1.563483
4804,0.14572346
4805,0.0
4806,0.0
4807,0.0
4808,0.0
4809,0.0
4810,0.0
4811,0.0010883139
4812,0.0045261765
4813,0.0
4814,0.0
4815,0.0
4816,0.0
4817,0.0
4818,0.045228835
4819,0.3680399
4820,0.0
4821,0.0
4822,0.16212383
4823,0.0
4824,0.3216494
4825,0.0
4826,0.0
4827,0.0
4828,0.1020307
4829,0.0
4830,0.025117256
4831,0.0
4832,0.0
4833,1.7960802
4834,0.33773014
4835,0.0
4836,0.14798968
4837,0.0
4838,0.0
4839,0.0
4840,0.0
4841,0.59696215
4842,1.0906918
4843,0.0
4844,0.0
4845,0.0
4846,0.001420783
4847,0.031168157
4848,0.0
4849,0.0
4850,0.0
4851,0.826073
4852,0.39750302
4853,0.042851456
4854,1.9561617
4855,0.0
4856,0.0
4857,0.6608778
4858,0.43380845
4859,0.0
4860,0.0
4861,0.075584166
4862,0.0
4863,0.0
4864,0.0
4865,0.0
4866,0.0
4867,0.0
4868,0.0003116253
4869,0.0
4870,0.0
4871,0.0
4872,1.9040229
4873,0.0
4874,0.0
4875,0.0
4876,0.0
4877,0.0
4878,0.0
4879,0.0
4880,0.0
4881,0.0
4882,0.0
4883,0.0
4884,0.0
4885,0.0
4886,0.0
4887,0.0
4888,0.0
4889,0.0
4890,0.0
4891,0.0
4892,0.0
4893,0.0
4894,0.0
4895,0.0
4896,0.0
4897,0.0
4898,0.0
4899,0.0
4900,0.0
4901,0.0
4902,0.0
4903,0.0
4904,0.22907552
4905,0.0
4906,0.0
4907,0.0
4908,0.0
4909,0.0
4910,4.3003594e-05
4911,0.0
4912,0.0
4913,0.0053540654
4914,0.2506734
4915,0.0
4916,0.0
4917,0.0
4918,0.0
4919,0.0
4920,0.0
4921,0.0
4922,0.0
4923,0.0
4924,0.0
4925,0.0
4926,0.0
4927,0.0
4928,0.0
4929,0.0
4930,0.0
4931,0.0
4932,0.0
4933,0.0
4934,0.0
4935,0.09257889
4936,0.00083819014
4937,0.0
4938,0.0
4939,0.0
4940,0.0
4941,0.0
4942,0.0
4943,0.0
4944,0.0
4945,0.0
4946,0.0
4947,0.0
4948,0.6923917
4949,0.0
4950,0.0
4951,0.0046757287
4952,0.0
4953,0.0
4954,0.0
4955,0.0
4956,0.0
4957,0.2375903
4958,0.0
4959,0.0
4960,0.0
4961,0.0
4962,0.0
4963,0.0
4964,0.0
4965,0.0
4966,0.0
4967,0.0
4968,0.18729658
4969,0.0
4970,0.0
4971,0.0
4972,0.0
4973,0.0
4974,0.0
4975,0.0
4976,0.0
4977,0.0
4978,0.18980397
4979,0.0
4980,0.0
4981,0.0
4982,0.0
4983,0.0
4984,0.0
4985,0.122549385
4986,0.0
4987,0.69881684
4988,0.0
4989,0.0
4990,0.0
4991,0.0
4992,0.0
4993,0.0
4994,0.0
4995,0.0
4996,0.00274952
4997,0.0
4998,0.0
4999,0.0
5000,0.0
5001,0.0
5002,0.0
5003,0.0
5004,0.0
5005,0.0
5006,0.0
5007,0.19701964
5008,0.0
5009,0.0
5010,0.0
5011,0.02246417
5012,0.0
5013,0.0
5014,0.0
5015,0.0
5016,0.013546896
5017,0.0642326
5018,3.2759344e-06
5019,0.0
5020,0.05228648
5021,0.9818657
5022,0.30295044
5023,0.7341636
5024,11.011956
5025,0.0
5026,0.0
5027,0.0
5028,0.25315535
5029,0.0
5030,0.0
5031,2.0355585
5032,0.0
5033,0.0
5034,0.0
5035,0.7467989
5036,1.8056535
5037,1.9421633
5038,0.008427714
5039,0.0
5040,0.0
5041,0.0
5042,0.83652264
5043,0.0
5044,0.0
5045,0.0
5046,0.0
5047,0.49411228
5048,0.0
5049,0.0
5050,0.0
5051,0.0010872101
5052,0.0
5053,0.0
5054,0.0
5055,0.0
5056,0.0
5057,0.0
5058,0.0
5059,0.0
5060,0.0
5061,0.0
5062,0.0
5063,0.0
5064,0.0
5065,0.0
5066,0.0
5067,0.0
5068,0.47480097
5069,0.0
5070,0.0
5071,0.0
5072,0.0
5073,0.0
5074,0.0
5075,0.0
5076,0.0
5077,0.0
5078,0.0
5079,0.0
5080,0.18679188
5081,0.31965312
5082,0.0
5083,0.0
5084,0.0
5085,0.0
5086,0.9709712
5087,0.0
5088,0.05181752
5089,0.0
5090,0.0
5091,0.0
5092,0.024992356
5093,0.0
5094,0.0
5095,0.0
5096,0.0
5097,0.0
5098,0.0
5099,0.0
5100,0.0
5101,0.0
5102,0.0
5103,0.0
5104,0.07329379
5105,0.51440454
5106,0.0
5107,0.0
5108,0.0
5109,0.0
5110,0.0
5111,0.0
5112,0.0
5113,0.0
5114,0.0
5115,0.0
5116,0.0
5117,0.0
5118,0.0
5119,0.0
5120,0.0
5121,0.0
5122,0.0
5123,0.0
5124,0.0
5125,0.0
5126,0.2298078
5127,0.0
5128,0.0
5129,0.0
5130,0.0
5131,0.0
5132,0.0
5133,0.0
5134,0.0
5135,0.0
5136,0.0
5137,0.0
5138,0.0070160255
5139,0.0
5140,0.29299098
5141,0.0
5142,0.33130747
5143,0.0042674495
5144,0.0
5145,2.4947937
5146,0.0
5147,0.0
5148,2.7053726
5149,0.0
5150,0.0
5151,0.2781645
5152,0.34782025
5153,0.0
5154,0.0
5155,0.0
5156,0.0
5157,0.0031020686
5158,0.032671493
5159,0.0
5160,0.0
5161,0.0
5162,0.0
5163,0.0
5164,0.0
5165,0.112586185
5166,0.0
5167,0.0
5168,0.0
5169,0.0
5170,0.0
5171,0.0
5172,0.0
5173,0.13171798
5174,0.0
5175,0.0
5176,0.1586094
5177,0.0
5178,0.0
5179,0.00628783
5180,0.0
5181,0.0
5182,0.0
5183,0.0
5184,0.0
5185,0.0
5186,0.0
5187,0.0
5188,0.0
5189,0.0
5190,0.00020952313
5191,0.0
5192,0.0
5193,0.0
5194,0.12639108
5195,0.0
5196,1.1824663
5197,0.082049765
5198,0.0
5199,0.021815043
5200,0.04710457
5201,0.0
5202,0.0
5203,2.7897327
5204,0.0
5205,0.0
5206,0.0
5207,1.0212142
5208,0.0
5209,0.0
5210,0.03302065
5211,0.0
5212,0.023499914
5213,0.0
5214,0.0
5215,0.0
5216,0.0
5217,0.0
5218,0.0
5219,0.0
5220,0.0
5221,0.048375882
5222,0.0
5223,0.0
5224,0.0
5225,0.0
5226,0.0
5227,0.0
5228,0.32255498
5229,0.012845669
5230,0.0
5231,0.38991603
5232,0.0
5233,0.0
5234,0.0
5235,0.007560882
5236,0.6727781
5237,0.80571586
5238,0.0
5239,0.00039102254
5240,0.0
5241,0.0
5242,0.0
5243,0.0
5244,0.0
5245,0.8095617
5246,0.093727246
5247,0.0
5248,0.0
5249,0.0
5250,0.0
5251,0.47449017
5252,0.0
5253,0.0
5254,1.1839877
5255,0.014746627
5256,0.26825732
5257,0.21214776
5258,0.0
5259,0.0
5260,0.0
5261,0.0
5262,0.0
5263,0.0
5264,0.0
5265,0.0
5266,0.0
5267,0.0
5268,0.040734533
5269,0.13187695
5270,0.0
5271,0.0
5272,0.0
5273,0.0
5274,0.0
5275,0.0
5276,0.0
5277,0.0
5278,0.0
5279,1.1471059
5280,0.1609392
5281,0.6972383
5282,0.0
5283,0.0
5284,0.0
5285,0.0
5286,0.0
5287,0.0
5288,0.0
5289,0.0
5290,0.0
5291,0.0
5292,0.0
5293,0.35102534
5294,0.0
5295,0.027308634
5296,0.0
5297,0.0
5298,0.0
5299,0.0
5300,0.25706947
5301,0.0
5302,0.0
5303,0.53771114
5304,0.0
5305,0.0
5306,0.00425822
5307,0.0005541884
5308,0.0
5309,0.0
5310,0.0
5311,0.0
5312,0.0
5313,0.0
5314,0.0
5315,1.0739421
5316,0.0
5317,2.595231
5318,0.0
5319,0.0
5320,0.33282733
5321,0.0
5322,1.175635
5323,0.0
5324,0.0
5325,0.0
5326,0.0
5327,0.0
5328,0.46552816
5329,0.0
5330,0.0
5331,0.63035077
5332,0.0
5333,0.09987899
5334,0.0
5335,0.0
5336,0.0
5337,0.0
5338,0.0
5339,0.0
5340,0.0
5341,0.0
5342,0.0
5343,0.0
5344,0.0
5345,0.0
5346,0.0
5347,1.9139614
5348,0.0
5349,0.0
5350,0.0
5351,0.0
5352,0.0
5353,0.0
5354,0.0
5355,0.021306934
5356,0.0
5357,0.043480247
5358,0.33102724
5359,0.0
5360,0.0
5361,0.0
5362,0.0
5363,0.0
5364,0.0
5365,0.13626084
5366,0.0
5367,0.0
5368,0.0
5369,0.9153829
5370,0.0
5371,0.0
5372,0.0
5373,0.0
5374,0.0
5375,0.0
5376,0.0
5377,0.023319444
5378,0.009162601
5379,0.006232754
5380,0.0
5381,0.0
5382,0.0
5383,3.0057676
5384,0.7294763
5385,0.0
5386,0.0
5387,0.0
5388,0.0
5389,0.064014025
5390,0.0
5391,0.0
5392,0.0
5393,0.0
5394,0.0
5395,0.0
5396,0.0
5397,0.0
5398,0.0
5399,0.0
5400,0.0
5401,0.0
5402,0.0
5403,0.0
5404,0.0
5405,0.0
5406,0.0
5407,0.0
5408,0.0
5409,0.11202483
5410,0.18719704
5411,0.0
5412,0.0
5413,0.0
5414,0.0
5415,0.0
5416,0.20489602
5417,0.0
5418,0.0
5419,0.7663372
5420,0.018001165
5421,0.009629348
5422,0.0
5423,0.0
5424,0.0
5425,0.0
5426,0.0
5427,0.0
5428,0.0
5429,0.0
5430,0.0
5431,0.0
5432,0.0
5433,0.0
5434,0.0
5435,0.0
5436,0.0
5437,0.0
5438,0.0
5439,0.0
5440,0.25160566
5441,0.0
5442,0.0
5443,0.009951736
5444,0.3328739
5445,1.3152633
5446,0.0
5447,0.0
5448,0.0
5449,0.0
5450,3.8644292
5451,7.4599614
5452,0.0
5453,0.0
5454,0.0
5455,0.0
5456,0.0
5457,0.0
5458,0.034912087
5459,0.0
5460,0.0026508777
5461,0.0
5462,0.0
5463,0.0
5464,0.015854454
5465,0.0
5466,0.0
5467,0.0
5468,0.0
5469,0.0
5470,0.0
5471,0.0
5472,0.633066
5473,0.0
5474,0.0
5475,0.0
5476,0.0
5477,0.0
5478,0.0
5479,0.0
5480,0.0
5481,0.0
5482,0.0
5483,0.0
5484,0.0
5485,0.0
5486,0.0
5487,0.0
5488,0.0
5489,0.0
5490,0.0
5491,0.0
5492,0.0
5493,0.0
5494,0.0
5495,0.0
5496,0.0
5497,0.0
5498,0.0
5499,0.005497311
5500,0.66330093
5501,0.57922935
5502,0.85402715
5503,0.00042478854
5504,0.0
5505,0.0
5506,0.0
5507,0.0
5508,0.0
5509,0.0
5510,0.0
5511,0.0
5512,0.0
5513,0.0
5514,2.9379973
5515,0.6583831
5516,0.0
5517,0.0
5518,0.0
5519,0.0
5520,0.77963763
5521,0.0
5522,0.15025094
5523,0.0
5524,0.0
5525,0.0
5526,0.0
5527,0.016584372
5528,0.0
5529,0.0
5530,0.0
5531,0.0
5532,0.0
5533,0.0
5534,0.0
5535,0.0
5536,0.0
5537,0.0
5538,0.0
5539,0.0
5540,0.0
5541,0.0
5542,0.7933941
5543,1.9153265e-05
5544,0.0060814745
5545,0.62711453
5546,0.7015636
5547,1.5340873
5548,0.13468209
5549,0.0
5550,0.0
5551,1.6575494e-05
5552,0.0
5553,0.0
5554,0.0
5555,0.006018009
5556,0.0066741016
5557,0.0
5558,0.0
5559,0.0
5560,0.0
5561,0.0
5562,0.04617938
5563,0.3718186
5564,0.0
5565,0.0
5566,0.18345235
5567,0.0
5568,0.3288493
5569,0.0
5570,0.0
5571,0.0
5572,0.10953353
5573,0.0
5574,0.043753166
5575,0.0
5576,0.0
5577,1.8915321
5578,0.34382558
5579,0.0
5580,0.14388841
5581,0.0
5582,0.0
5583,0.0
5584,0.0
5585,0.61036515
5586,1.0682617
5587,0.0
5588,0.0
5589,0.0
5590,0.0037273038
5591,0.031002285
5592,0.0
5593,0.0
5594,0.0
5595,0.8228102
5596,0.353606
5597,0.04827741
5598,2.0026073
5599,0.0
5600,0.0
5601,0.64415133
5602,0.4466233
5603,0.0
5604,0.0
5605,0.06592281
5606,0.0
5607,0.0
5608,0.0
5609,0.0
5610,0.0
5611,0.0
5612,0.00084792136
5613,0.0
5614,0.0
5615,0.0
5616,1.7799339
5617,0.0
5618,0.0
5619,0.0
5620,0.0
5621,0.0
5622,0.0
5623,0.0
5624,0.0
5625,0.0
5626,0.0
5627,0.0
5628,0.0
5629,0.0
5630,0.0
5631,0.0
5632,0.0
5633,0.0
5634,0.0
5635,0.0
5636,0.0
5637,0.0
5638,0.0
5639,0.0
5640,0.0
5641,0.0
5642,0.0
5643,0.0
5644,0.0
5645,0.0
5646,0.0
5647,0.00013467719
5648,0.24519926
5649,7.169259e-06
5650,0.0
5651,0.0
5652,0.0
5653,0.0
5654,0.0
5655,0.0
5656,0.0
5657,0.0038796407
5658,0.2866232
5659,0.0
5660,0.0
5661,0.0
5662,0.0
5663,0.0
5664,0.0
5665,0.0
5666,0.0
5667,0.0
5668,0.0
5669,0.0
5670,0.0
5671,0.0
5672,0.0
5673,0.0
5674,0.0
5675,0.0
5676,0.0
5677,0.0
5678,0.0
5679,0.06649994
5680,0.00824124
5681,0.0
5682,0.0
5683,0.0
5684,0.0
5685,0.0
5686,0.0
5687,0.0
5688,0.0
5689,0.0
5690,0.0
5691,0.0
5692,0.703801
5693,0.0
5694,0.0
5695,0.013308487
5696,0.0
5697,0.0
5698,0.0
5699,0.0
5700,0.0
5701,0.23782447
5702,0.0
5703,0.0
5704,0.0
5705,0.0
5706,0.0
5707,0.0
5708,0.0
5709,0.0
5710,0.0
5711,0.0
5712,0.15244068
5713,0.0
5714,0.0
5715,0.0
5716,0.0
5717,0.0
5718,0.0
5719,0.0
5720,0.0
5721,0.0
5722,0.17896841
5723,0.0
5724,0.0
5725,0.0
5726,0.0
5727,0.0
5728,0.0
5729,0.1524025
5730,0.0
5731,0.70623785
5732,0.0
5733,0.0
5734,0.0
5735,0.0
5736,0.0
5737,0.0
5738,0.0
5739,0.0
5740,0.011153413
5741,0.0
5742,0.0
5743,0.0
5744,0.0
5745,0.0
5746,0.0
